name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs,withdrawable_ratio,score_commission,score_withdrawable,score_av_depth,extended_score,extended_rank,cluster_id,cluster_name
Morph,0x8a6594bfeff2573e09d7a73ded98b688a819b300,0x00000000002f3d928030df28cb15b27b56888b9b,1116.934485,0.1847398363636363,,2026-03-04T03:47:05.047000+00:00,False,False,16.934485,16.934485,16.934485,16.934485,-11.324355,9.977330932439369,50,0.037391304347826,0.059891304347826,0.0,0.179891304347826,0.3490217391304347,0.2879347826086956,0.2215217391304347,0.0,0.1605755928853755,228,2026-03-08T03:40:48.086019+00:00,Morph,0x00000000002f3d928030df28cb15b27b56888b9b,0.1412064763636363,,1.0,0.1,1012.943927,0.0,True,False,False,18,1112.943927,14,1112.943927,40,1112.943927,14,1112.943927,40,0.0,0.5164609053497943,0.5020746887966805,0.8209876543209876,0.2789925607398816,198,2,Steady Grinder C2
Mad Scientists,0x565b1c32936bdaa526947178acc95c5b08cfacc4,0x77eea13a1146a77e637a0a5ec181d0bff8629ab4,14561.672328,2.490381499655317,,2025-06-24T08:46:36.477000+00:00,False,False,-118.624154,-127.474439,2513.681306,4105.182328,-454.313131,545.4849395732422,50,0.0083695652173913,0.0216304347826086,0.0,0.0426086956521739,0.6278260869565218,0.7377173913043479,0.2215217391304347,0.0,0.1938611660079051,200,2026-03-08T03:40:48.086019+00:00,Mad Scientists,0x77eea13a1146a77e637a0a5ec181d0bff8629ab4,2.494980670190621,,0.5521680068069602,0.1,11647.995316,0.0,True,False,False,27,14566.314528,13,14566.314528,61,14566.314528,44,14566.314528,45,0.0,0.5164609053497943,0.5020746887966805,0.5534979423868313,0.2772077693883631,199,2,Steady Grinder C2
Gucky_1coin_1dot5x,0xd2f03635901956b950737bbf02463dfad9f2e9e1,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,100535.300997,1.005884179992648,,2025-01-17T18:13:07.058000+00:00,False,False,-547.608049,1345.011769,7775.830137,53848.490997,-11553.971959000002,10216.938377740144,50,0.0192391304347826,0.0085869565217391,0.0,0.011195652173913,0.9025,0.9420652173913044,0.2215217391304347,0.0,0.2425568181818181,153,2026-03-08T03:40:48.086019+00:00,Gucky_1coin_1dot5x,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,1.0270695260270912,,0.0513319179420144,0.1,75743.449385,0.0,True,True,False,182,100699.070997,13,100699.070997,64,100699.070997,46,100699.070997,64,0.0,0.5164609053497943,0.5020746887966805,0.1810699588477366,0.2764867101648884,200,4,Steady Grinder C4
DaoScience Quant,0x08dcbb771f997544f2015f8530e50a234ab71818,0x211ffa28cd3b74fbd455954a2f6983d9627c453f,9674.290157,0.7079263306536359,,2026-02-17T11:31:36.584000+00:00,False,False,81.128277,274.987279,538.930157,538.930157,-209.426106,145.59640430194403,50,0.0242391304347826,0.0254347826086956,0.0,0.0876086956521739,0.5568478260869565,0.5884782608695652,0.2215217391304347,0.0,0.1852272727272727,212,2026-03-08T03:40:48.086019+00:00,DaoScience Quant,0x211ffa28cd3b74fbd455954a2f6983d9627c453f,0.7063745231715005,,1.0000000000000002,0.1,7889.978744,0.0,True,False,False,16,9673.108797,13,9673.108797,65,9673.108797,35,9673.108797,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2758763823496996,201,2,Steady Grinder C2
Hype $1 Club,0x7833b1d61c016fefaa52a1da509b6daa2fbfd71b,0xdeee57b798fe35cb5ac43acabea36e159ce29694,6363.441253,0.7314745281834238,,2026-01-31T17:55:39.262000+00:00,False,False,-82.271244,113.573214,365.605349,563.441253,-499.512744,239.89550944617105,50,0.0239130434782608,0.0310869565217391,0.0,0.0859782608695652,0.6373913043478261,0.6477173913043478,0.2215217391304347,0.0,0.2023073122529644,189,2026-03-08T03:40:48.086019+00:00,Hype $1 Club,0xdeee57b798fe35cb5ac43acabea36e159ce29694,0.7365896531203264,,0.1379310344827586,0.1,5486.187069,0.0,True,False,False,33,6365.997893,13,6365.997893,62,6365.997893,45,6365.997893,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2753119263972605,202,2,Steady Grinder C2
AI Alpha,0xf6c9920ed329d1f49d8ed90d406a7ac0aa62d8ba,0x6adf7f2797312a0823f79104a644e156b1143ec7,5079.880057,0.0642585821080254,,2024-03-24T21:30:29.142000+00:00,False,False,-14.980739,-18.966089,27.057269,3263.520057,-3028.2311139999997,2051.235449376335,51,0.0438043478260869,0.0340217391304347,0.0,0.0468478260869565,0.8059782608695653,0.8564130434782609,0.0505978260869565,0.0,0.2210733695652174,181,2026-03-08T03:40:48.086019+00:00,AI Alpha,0x6adf7f2797312a0823f79104a644e156b1143ec7,0.0670699175923681,,0.976249805016026,0.1,4978.631023,0.0,True,False,False,26,5081.063822,13,5081.063822,64,5081.063822,46,5081.063822,57,0.0,0.5164609053497943,0.5020746887966805,0.3230452674897119,0.2745716545666354,203,2,Steady Grinder C2
The Low Risk Vault,0x4da3f5a22c3f8b402ec21c6783c64a779dc5f205,0xa1a28078ef0637e8a0fc3fdd788afd19b75991a5,4057.198337,0.171595011,,2026-02-23T17:25:55.215000+00:00,False,False,3.716396,88.643672,57.198337,57.198337,-127.916739,56.79445413650705,50,0.0381521739130434,0.038695652173913,0.0,0.1492391304347826,0.5091304347826087,0.4822826086956521,0.2215217391304347,0.0,0.188947628458498,207,2026-03-08T03:40:48.086019+00:00,The Low Risk Vault,0xa1a28078ef0637e8a0fc3fdd788afd19b75991a5,0.171595011,,1.0,0.1,3957.198337,0.0,True,False,False,63,4057.198337,13,4057.198337,61,4057.198337,27,4057.198337,45,0.0,0.5164609053497943,0.5020746887966805,0.5534979423868313,0.2735226162263078,204,2,Steady Grinder C2
ETHernal,0x28a7339581f3e169bdfc9a2dec2f6d80c10719e4,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,2300.227758,0.0651697034542531,,2025-11-26T08:56:42.056000+00:00,False,False,-4.211685,-23.459358,12.424621,68.347758,-26.94775,15.183444530848444,51,0.0435869565217391,0.0477173913043478,0.0,0.1439130434782608,0.3777173913043478,0.3195652173913043,0.0505978260869565,0.0,0.1386820652173913,240,2026-03-08T03:40:48.086019+00:00,ETHernal,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,0.0697846459854731,,0.1286678321712473,0.1,1523.912566,0.0,True,True,False,205,2301.107598,13,2301.107598,65,2301.107598,47,2301.107598,36,0.0,0.5164609053497943,0.5020746887966805,0.9218106995884774,0.2726547195156424,205,2,Steady Grinder C2
SHORT HIGH DILUTION VALUE VAULT,0xa2360e41efd7c298a3124b87f81d6768dacbcaa0,0xa72cf13c434ae89ca6ad0802e38074345df0a882,1101.523599,0.0355497172826354,,2026-02-09T08:55:37.036000+00:00,False,False,14.569768,47.624747,3.253599,3.253599,-79.828022,30.77536495935842,50,0.0456521739130434,0.0602173913043478,0.0,0.206195652173913,0.4441304347826087,0.4140217391304348,0.2215217391304347,0.0,0.1929298418972332,202,2026-03-08T03:40:48.086019+00:00,SHORT HIGH DILUTION VALUE VAULT,0xa72cf13c434ae89ca6ad0802e38074345df0a882,0.0157250512169138,,1.0,0.1,501.418884,0.0,True,False,False,224,1099.709196,13,1099.709196,63,1099.709196,42,1099.709196,46,0.0,0.5164609053497943,0.5020746887966805,0.51440329218107,0.272599811284783,206,2,Steady Grinder C2
Black Whale Fleet,0x7bf5d9951f1a7a925fec839bbdc01a0aa8bd34ff,0x06b73eb5d58c294d18d3d72b9bd95d7926504cab,9058.247637,1.5747200926572646,,2026-02-01T12:31:58.210000+00:00,False,False,-145.369731,1398.302843,1099.151494,1132.847637,-1374.0437940000002,622.3700458137723,51,0.0130434782608695,0.0268478260869565,0.0,0.0683695652173913,0.7410869565217392,0.7515217391304347,0.0505978260869565,0.0,0.1991217885375494,194,2026-03-08T03:40:48.086019+00:00,Black Whale Fleet,0x06b73eb5d58c294d18d3d72b9bd95d7926504cab,1.5769423482704874,,0.0525489276505225,0.1,7156.810362,0.0,False,False,False,21,9059.798767,13,9059.798767,62,9059.798767,47,9059.798767,48,0.0,0.5164609053497943,0.5020746887966805,0.4362139917695473,0.2694248412238679,207,2,Steady Grinder C2
Citadel,0xda51323fe9800c8365646ad5c7ade0dd17fdc167,0x92d3acdf0484a6a8baf6fe3676b23af7cdbdbc98,596525.477351,0.6564615549401789,,2023-11-17T17:59:27.720000+00:00,False,False,-1.161319,11947.564627,30951.680207,277515.757351,-10152.431314,46071.994850571835,50,0.0247826086956521,0.0031521739130434,0.0,0.0029347826086956,0.8961956521739131,0.981304347826087,0.2215217391304347,0.0,0.2435350790513833,150,2026-03-08T03:40:48.086019+00:00,Citadel,0x92d3acdf0484a6a8baf6fe3676b23af7cdbdbc98,0.6564615549401789,,0.2304074134295833,0.1,596091.463538,0.0,True,False,False,67,596525.477351,13,596525.477351,61,596525.477351,46,596525.477351,72,0.0,0.5164609053497943,0.5020746887966805,0.0967078189300411,0.2687841918252928,208,4,Steady Grinder C4
Degentleman's Fund,0x07cf7beae7cbff5c199bd5ecaa30965c879a6225,0xffcf528abd4205b9c4666ad569a19f2d8b59b243,2468.15779,0.6073076544428049,,2025-05-23T13:20:10.871000+00:00,False,False,44.124735,169.119379,118.893832,293.85779,-850.128565,276.72708411500605,51,0.0258695652173913,0.0463043478260869,0.0,0.1063043478260869,0.6914130434782608,0.6683695652173913,0.0505978260869565,0.0,0.2003050889328063,190,2026-03-08T03:40:48.086019+00:00,Degentleman's Fund,0xffcf528abd4205b9c4666ad569a19f2d8b59b243,0.6054215573165491,,0.9999999999999998,0.1,1704.775644,0.0,True,False,False,235,2467.788545,13,2467.788545,65,2467.788545,46,2467.788545,49,0.0,0.5164609053497943,0.5020746887966805,0.4156378600823045,0.2682547033515863,209,2,Steady Grinder C2
HLP Liquidator 2,0xb0a55f13d22f66e6d495ac98113841b2326e9540,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,30000000.0,2.2996e-05,,2025-04-20T14:15:33.339000+00:00,False,False,0.0,0.0,57.49,30593059.34,-60072.845557,5675354.043808091,50,0.0485869565217391,0.0004347826086956,0.0,0.0003260869565217,0.9659782608695652,0.9997826086956522,0.2215217391304347,0.0,0.2589920948616601,134,2026-03-08T03:40:48.086019+00:00,HLP Liquidator 2,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,2.2996e-05,,1.0000000000000009,0.0,29999900.0,0.0,True,False,False,177,30000000.0,13,30000000.0,64,30000000.0,46,30000000.0,52,0.0,0.0164609053497942,0.5020746887966805,0.3662551440329218,0.2673316861932884,210,0,Mixed Profile C0
HLP Liquidator 3,0x5e177e5e39c0f4e421f5865a6d8beed8d921cb70,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,1000000.0,5.747878547326295e-05,,2025-11-15T08:23:32.608000+00:00,False,False,0.0,0.0,4.79,750432.85,0.0,196637.80187972583,49,0.0484782608695652,0.0025543478260869,0.0,0.0016304347826086,0.087445652173913,0.9942391304347826,0.5299456521739131,0.0,0.1744416996047431,220,2026-03-08T03:40:48.086019+00:00,HLP Liquidator 3,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,5.747878547326295e-05,,1.0000000000000002,0.0,999900.0,0.0,True,False,False,187,1000000.0,13,1000000.0,62,1000000.0,43,1000000.0,32,0.0,0.0164609053497942,0.5020746887966805,0.9876543209876544,0.2660588074460739,211,0,Mixed Profile C0
0xBTC脉冲,0x3e2bac5121499410c4020cca55c94e3afb141e0f,0xf1c02207947ca2777b7da4bca869f765de1b8634,16003.428482,1.028804639430587,,2026-01-21T04:46:24.614000+00:00,False,False,-254.258137,175.421539,1263.692405,830.008482,-567.4576690000001,343.29008933238345,51,0.0184782608695652,0.0207608695652173,0.0,0.0755434782608695,0.6496739130434782,0.6922826086956522,0.0505978260869565,0.0,0.1828915513833992,214,2026-03-08T03:40:48.086019+00:00,0xBTC脉冲,0xf1c02207947ca2777b7da4bca869f765de1b8634,1.0320752027397375,,0.983671405892474,0.1,177.747782,0.0,True,False,False,74,16007.445752,13,16007.445752,67,16007.445752,47,16007.445752,46,0.0,0.5164609053497943,0.5020746887966805,0.51440329218107,0.2650710933994075,212,2,Steady Grinder C2
500 to 1M,0x3bd6460a3782a80fa9331e65e4c2952795a86228,0xfdfb306dbff80664bd1f61699089ddead7d7dbb9,100422.239551,12.05323102825922,,2024-09-19T16:53:32.635000+00:00,False,False,0.0,50322.239547,50322.239547,35008.939551,-15361.587081,15193.59893176923,50,0.0003260869565217,0.008695652173913,0.0,0.0155434782608695,0.9161956521739132,0.956195652173913,0.2215217391304347,0.0,0.2424209486166008,154,2026-03-08T03:40:48.086019+00:00,500 to 1M,0xfdfb306dbff80664bd1f61699089ddead7d7dbb9,12.05323102825922,,0.9999999999320132,0.1,100322.239551,0.0,False,False,False,46,100422.239551,13,100422.239551,67,100422.239551,49,100422.239551,82,0.0,0.5164609053497943,0.5020746887966805,0.0617283950617283,0.2644506516123746,213,1,Steady Grinder C1
Wino,0xd57e4dde8d6db4843b003f700264d95657f44162,0x7f85cb830dbf4a25ec5c285e74aca5ca135bb9ca,10103.947785,0.3783194784799368,,2026-01-30T06:38:05.830000+00:00,False,False,0.0,0.0,308.807691,103.947785,-204.859906,86.01683609177448,50,0.0306521739130434,0.0246739130434782,0.0,0.1341304347826087,0.5551086956521739,0.5243478260869565,0.2215217391304347,0.0,0.1910350790513834,204,2026-03-08T03:40:48.086019+00:00,Wino,0x7f85cb830dbf4a25ec5c285e74aca5ca135bb9ca,0.3783194784799368,,1.0,0.1,10003.947785,0.0,True,False,False,91,10103.947785,13,10103.947785,63,10103.947785,46,10103.947785,48,0.0,0.5164609053497943,0.5020746887966805,0.4362139917695473,0.2633598091092434,214,2,Steady Grinder C2
The Bull,0xa3bd32c7e91ad92eaffdc0d5bbdb0031073133b9,0x2ea6cb5d1bfabfe8c30ae832431ed9ddd69abd66,1192.620492,0.7709264179351782,,2026-01-30T16:20:32.395000+00:00,False,False,19.342162,109.5796,71.993418,331.620492,-165.57112800000002,83.7549750196906,50,0.0230434782608695,0.0590217391304347,0.0,0.1029347826086956,0.5347826086956522,0.5220652173913043,0.2215217391304347,0.0,0.1862623517786561,211,2026-03-08T03:40:48.086019+00:00,The Bull,0x2ea6cb5d1bfabfe8c30ae832431ed9ddd69abd66,0.7687847598798957,,0.7522029835809155,0.1,738.915492,0.0,True,False,False,56,1192.420492,13,1192.420492,63,1192.420492,45,1192.420492,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2632782060415292,215,2,Steady Grinder C2
Hyperliquid Durian,0xf3a3ad04ff84484b02f08bbf11eecc01f9d78dbf,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,3354.25626,1.459867268364893,,2026-01-04T14:30:14.357000+00:00,False,False,-12.939364,-8.487779,385.031995,549.96626,-19.417141000000015,132.92174774856898,50,0.0139130434782608,0.0416304347826086,0.0,0.0870652173913043,0.3648913043478261,0.576304347826087,0.2215217391304347,0.0,0.1587870553359683,229,2026-03-08T03:40:48.086019+00:00,Hyperliquid Durian,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,1.4608780571308329,,0.9698131622657312,0.1,3220.901237,0.0,True,False,False,24,3354.52285,13,3354.52285,65,3354.52285,46,3354.52285,43,0.0,0.5164609053497943,0.5020746887966805,0.6707818930041153,0.2626305814461389,216,2,Steady Grinder C2
Vault 3,0xc94376c6e3e85dfbe22026d9fe39b000bcf649f0,0x3fc6e2d6c0e1d4072f876f74e03d191e2cc61922,9941.327031,1.1939969501130852,,2026-01-24T13:41:17.726000+00:00,False,False,-32.93255,613.887412,2565.944475,2878.907031,-84.38341600000001,331.73033709841496,50,0.0163043478260869,0.024891304347826,0.0,0.0494565217391304,0.4506521739130434,0.6883695652173913,0.2215217391304347,0.0,0.1692416007905138,223,2026-03-08T03:40:48.086019+00:00,Vault 3,0x3fc6e2d6c0e1d4072f876f74e03d191e2cc61922,1.1965137249315456,,0.1572701649167006,0.1,7848.552059,0.0,True,False,False,38,9946.735675,13,9946.735675,63,9946.735675,46,9946.735675,45,0.0,0.5164609053497943,0.5020746887966805,0.5534979423868313,0.2587430954753197,217,2,Steady Grinder C2
Cold Process,0xc3b1bf1f1e6fb8161ef4dc2f34e2c56f70b94b11,0xfca598f25c38f1836daf58104e4255d786b1c53d,1969.640779,1.9476043272622876,,2026-02-02T10:24:23.804000+00:00,False,False,-0.157796,40.562743,275.035111,297.870779,-2.1806539999999472,38.860641746189536,49,0.0101086956521739,0.0514130434782608,0.0,0.1058695652173913,0.316195652173913,0.4397826086956521,0.5299456521739131,0.0,0.1801939229249012,216,2026-03-08T03:40:48.086019+00:00,Cold Process,0xfca598f25c38f1836daf58104e4255d786b1c53d,1.9600638630697649,,0.911629754531271,0.1,1409.687029,0.0,True,False,False,212,1971.400279,13,1971.400279,64,1971.400279,45,1971.400279,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.258726884401213,218,2,Steady Grinder C2
Agent RockSteady,0xd321ad79041bdad719ba5ff42fe950e1977df439,0x89bd1d5194843cb2358ae4e5fe51e937b7506227,6173.393624,0.1935861180501412,,2026-02-03T09:44:24.383000+00:00,False,False,-84.53678,1.384528,98.177143,114.203624,-102.588615,47.112952425453194,50,0.0369565217391304,0.0317391304347826,0.0,0.1318478260869565,0.4881521739130435,0.4607608695652174,0.2215217391304347,0.0,0.1784832015810276,219,2026-03-08T03:40:48.086019+00:00,Agent RockSteady,0x89bd1d5194843cb2358ae4e5fe51e937b7506227,0.1973364702137827,,0.0583129413739493,0.1,3101.096101,0.0,True,False,False,214,6175.295614,13,6175.295614,64,6175.295614,45,6175.295614,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2574438433933079,219,2,Steady Grinder C2
HLP Strategy X,0x469f690213c467c39a23efacfd2816896009d7d8,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,1002202.22516,0.0011202867996388,,2025-12-20T08:57:02.171000+00:00,False,False,2.904782,20.905544,93.554093,181.28516,0.0,16.75570366983131,47,0.0480434782608695,0.0022826086956521,0.0,0.1197826086956521,0.087445652173913,0.3296739130434782,0.9652173913043478,0.0,0.1901877470355731,205,2026-03-08T03:40:48.086019+00:00,HLP Strategy X,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,0.0011211249003601,,1.0000000000000049,0.0,1000.0,0.0,True,False,False,47,1002202.295149,13,1002202.295149,61,1002202.295149,43,1002202.295149,41,0.0,0.0164609053497942,0.5020746887966805,0.779835390946502,0.2570864500150812,220,0,Mixed Profile C0
tkr,0xa217ebd654f5561ca972df0f07a53ad5d1241654,0x246b58b28ac5dc304b7a4d0fc31fea5c4d40fe02,5361.371586,0.1074067443134022,,2026-02-23T11:19:17.164000+00:00,False,False,-26.943679,-23.828623,47.561586,47.561586,-318.92692200000005,95.80062953832604,53,0.0413043478260869,0.0334782608695652,0.0,0.157391304347826,0.5948913043478261,0.5366304347826087,0.0029891304347826,0.0,0.1822517292490118,215,2026-03-08T03:40:48.086019+00:00,tkr,0x246b58b28ac5dc304b7a4d0fc31fea5c4d40fe02,0.0990135687952711,,1.0,0.1,874.863155,0.0,True,False,False,10,5357.654941,13,5357.654941,64,5357.654941,28,5357.654941,48,0.0,0.5164609053497943,0.5020746887966805,0.4362139917695473,0.2567722967574647,221,2,Steady Grinder C2
Hyper5,0x34ad1f870b8a4095a46effb093fa3bf70c121f5e,0x2827ed2c66452690038628423b462900e07fcfb7,3568.701793,1.709793785416129,,2026-01-10T15:18:10.679000+00:00,False,False,-14.958735,-17.535435,445.064619,568.701793,-26.18012500000009,118.47964568625318,50,0.0117391304347826,0.0404347826086956,0.0,0.0856521739130434,0.3765217391304348,0.5602173913043478,0.2215217391304347,0.0,0.157850790513834,231,2026-03-08T03:40:48.086019+00:00,Hyper5,0x2827ed2c66452690038628423b462900e07fcfb7,1.7116441283586794,,1.0,0.1,3270.937094,0.0,True,False,False,13,3569.183443,13,3569.183443,67,3569.183443,47,3569.183443,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2553440206896205,222,2,Steady Grinder C2
Hyperliquid Y,0x374b8890dbc7aef957ec44e9b80766118789f1a4,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,3652.720423,0.7837237553641141,,2026-01-03T16:18:43.592000+00:00,False,False,-13.617256,-10.092664,223.935046,252.720423,-24.45907099999997,49.31349819077678,50,0.0228260869565217,0.039891304347826,0.0,0.1104347826086956,0.3735869565217391,0.4663043478260869,0.2215217391304347,0.0,0.1569540513833992,233,2026-03-08T03:40:48.086019+00:00,Hyperliquid Y,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,0.78474089689283,,0.889561864720132,0.1,3491.131674,0.0,True,False,False,19,3653.011053,13,3653.011053,67,3653.011053,47,3653.011053,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2546714663417944,223,2,Steady Grinder C2
Snipe trading Bear market ,0x152a8bfb92d3ee5fa0c89321695d1fd385085f90,0x9ab020fd91d6909e3d0cbf6c078f8b8163836c06,11531.20896,1.793686106203474,,2026-02-06T00:43:32.006000+00:00,False,False,-60.349096,-156.861775,1505.94896,1505.94896,-272.013875,306.8103541562476,51,0.011195652173913,0.0238043478260869,0.0,0.062391304347826,0.5793478260869566,0.6793478260869565,0.0505978260869565,0.0,0.1681040019762845,225,2026-03-08T03:40:48.086019+00:00,Snipe trading Bear market ,0x9ab020fd91d6909e3d0cbf6c078f8b8163836c06,1.748116819057072,,0.9978611760274556,0.1,10614.515738,0.0,True,False,False,37,11492.949746,13,11492.949746,67,11492.949746,47,11492.949746,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2496594436897505,224,2,Steady Grinder C2
BitRocket,0xa415c4ded17cac76a1d81a54d9f4aeb48ffd4dd0,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,12455.287837,0.4325918225607744,,2025-03-16T06:12:24.061000+00:00,False,False,-15.23737,69.29153,433.38153,1468.637837,-249.4628839999998,240.24444388806413,50,0.0293478260869565,0.0231521739130434,0.0,0.0629347826086956,0.571195652173913,0.6478260869565218,0.2215217391304347,0.0,0.1876655138339921,210,2026-03-08T03:40:48.086019+00:00,BitRocket,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,0.4330386169262298,,0.0610417322812556,0.1,7711.197605,0.0,True,True,False,181,12455.735447,13,12455.735447,64,12455.735447,45,12455.735447,57,0.0,0.5164609053497943,0.5020746887966805,0.3230452674897119,0.2495157627682164,225,2,Steady Grinder C2
[A] Downside,0x4af52283ea6de9236c47b28e5dbf156453df8efb,0x3ebbc3beb2a29a7d42d98d1c2d2d4f54b1699869,61562.847785,3.791171386315824,,2025-01-28T21:15:22.796000+00:00,False,False,583.487502,1396.353365,14780.113601,36462.847785,0.0,6523.760866604133,48,0.0040217391304347,0.0104347826086956,0.0,0.0153260869565217,0.087445652173913,0.9231521739130436,0.8202717391304348,0.0,0.1955916501976284,198,2026-03-08T03:40:48.086019+00:00,[A] Downside,0x3ebbc3beb2a29a7d42d98d1c2d2d4f54b1699869,3.7962495249099826,,1.0,0.1,51091.52644,0.0,False,False,False,36,61582.645219,13,61582.645219,61,61582.645219,44,61582.645219,62,0.0,0.5164609053497943,0.5020746887966805,0.257201646090535,0.248876002901026,226,1,Steady Grinder C1
Count Compound,0x8a9a47409a7d69bedd5354676f1adf37e1dce9b4,0x73de365d5b22166faa5b3ffce73b93ad172356d3,2409.301078,0.9584518104288532,,2026-01-29T06:37:18.387000+00:00,False,False,-46.269605,-62.761109,180.882136,108.261078,-67.62008,34.59486630500988,50,0.0197826086956521,0.0465217391304347,0.0,0.1330434782608695,0.4284782608695652,0.4282608695652174,0.2215217391304347,0.0,0.1667835968379446,226,2026-03-08T03:40:48.086019+00:00,Count Compound,0x73de365d5b22166faa5b3ffce73b93ad172356d3,0.966481345946122,,1.0,0.1,1220.262697,0.0,True,False,False,250,2410.816438,13,2410.816438,63,2410.816438,45,2410.816438,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2486691398359956,227,2,Steady Grinder C2
Dinoshi,0x364cc6835bf27c197a258d002e1cea8ffdcd5b4e,0x37f76af261a396fac7691003944751fbcf224d0d,1267.12664,4.149283826840563,,2026-03-04T08:41:50.691000+00:00,False,False,48.186108,325.56664,325.56664,325.56664,-32.138529000000005,54.24494172038646,51,0.0030434782608695,0.0582608695652173,0.0,0.1033695652173913,0.3833695652173913,0.4772826086956522,0.0505978260869565,0.0,0.1375185276679841,241,2026-03-08T03:40:48.086019+00:00,Dinoshi,0x37f76af261a396fac7691003944751fbcf224d0d,4.276082034071116,,0.4594087468024234,0.1,403.132409,0.0,True,False,False,39,1277.07565,13,1277.07565,40,1277.07565,15,1277.07565,43,0.0,0.5164609053497943,0.5020746887966805,0.6707818930041153,0.2466791856951508,228,2,Steady Grinder C2
Gucky_2coin_1dot75x,0x3a6747c8e913085e243a2c22d188dafa8c6a612a,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,23184.828037,1.3034784176464789,,2025-02-20T16:54:10.215000+00:00,False,False,-92.526117,81.154861,2271.655729,8581.248037,0.0,674.6675290972404,48,0.014891304347826,0.0170652173913043,0.0,0.0305434782608695,0.087445652173913,0.7597826086956522,0.8202717391304348,0.0,0.1880249505928854,208,2026-03-08T03:40:48.086019+00:00,Gucky_2coin_1dot75x,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,1.3156815705800189,,0.0500227713951473,0.1,16223.191449,0.0,True,True,False,182,23206.095257,13,23206.095257,65,23206.095257,48,23206.095257,60,0.0,0.5164609053497943,0.5020746887966805,0.2839506172839506,0.2458758753168103,229,2,Steady Grinder C2
Systematic MR - Perp Futures,0xacdd7f82fd113905f0549c5013be52fa1baef6b3,0xa50425b24ca32d61f840f425595a9651c3d177d6,1004.67234,0.05606808,,2026-02-25T00:11:43.288000+00:00,False,False,-1.789733,-1.696041,4.67234,4.67234,-7.615232000000001,3.691295958111062,51,0.0443478260869565,0.0622826086956521,0.0,0.2028260869565217,0.34,0.2383695652173913,0.0505978260869565,0.0,0.1426988636363636,236,2026-03-08T03:40:48.086019+00:00,Systematic MR - Perp Futures,0xa50425b24ca32d61f840f425595a9651c3d177d6,0.05633016,,1.0,0.1,904.69418,0.0,True,True,False,216,1004.69418,13,1004.69418,63,1004.69418,26,1004.69418,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2439800755315177,230,2,Steady Grinder C2
