name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs,withdrawable_ratio,score_commission,score_withdrawable,score_av_depth,extended_score,extended_rank,cluster_id,cluster_name
cubee38,0xf6d2c67b2c262d2cf2422fe88fd55782308b1015,0x6bcccbcc8dca2669f6e5d00f9a8500fb5f146cd5,1218.936618,1.4014204772949694,,2025-02-03T17:40:02.631000+00:00,False,False,-30.97475,-28.679358,127.467289,401.296618,-1535.3297300000002,657.4450871360618,49,0.0145652173913043,0.0589130434782608,0.0,0.0967391304347826,0.7507608695652174,0.7570652173913044,0.5299456521739131,0.0,0.2687685276679842,124,2026-03-08T03:40:48.086019+00:00,cubee38,0x6bcccbcc8dca2669f6e5d00f9a8500fb5f146cd5,1.3962694026375155,,0.9999999998577284,0.1,995.981811,0.0,True,False,False,37,1218.468098,13,1218.468098,65,1218.468098,45,1218.468098,63,0.0,0.5164609053497943,0.5020746887966805,0.2160493827160493,0.2996434346663442,164,2,Steady Grinder C2
Hyperliquid Banana,0x8e72bb69abd6f0cf7907fac5ad6fb3f66870e0c6,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,4585.687211,1.6590027761026749,,2026-01-04T12:14:06.384000+00:00,False,False,-14.834386,2.798726,691.357561,1492.127211,-20.670929000000115,388.45311984658787,49,0.0122826086956521,0.0359782608695652,0.0,0.0626086956521739,0.3670652173913043,0.7059782608695652,0.5299456521739131,0.0,0.1988352272727273,195,2026-03-08T03:40:48.086019+00:00,Hyperliquid Banana,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,1.6594799426524276,,0.9782616869387362,0.1,4399.097785,0.0,True,False,False,24,4585.886061,13,4585.886061,62,4585.886061,45,4585.886061,42,0.0,0.5164609053497943,0.5020746887966805,0.7325102880658436,0.298839549904881,165,2,Steady Grinder C2
test1-ggfjy,0x2e1aa0af4d30673987b938e56fe5023b75cdfeb6,0x5e11dec6178fe3f8c8c54226a2ad3eafc67bf8c3,12441.63605,0.1347265540159161,,2025-12-16T04:54:11.153000+00:00,False,False,-33.530649,159.341573,143.612817,618.56605,-688.928801,213.44017084204543,50,0.039891304347826,0.0232608695652173,0.0,0.0831521739130434,0.6679347826086957,0.6335869565217391,0.2215217391304347,0.0,0.2065760869565217,186,2026-03-08T03:40:48.086019+00:00,test1-ggfjy,0x5e11dec6178fe3f8c8c54226a2ad3eafc67bf8c3,0.1065885049669243,,0.1212699541967502,0.1,6296.218603,0.0,True,False,False,15,12411.642078,13,12411.642078,66,12411.642078,47,12411.642078,43,0.0,0.5164609053497943,0.5020746887966805,0.6707818930041153,0.298472355161554,166,2,Steady Grinder C2
SkyDAO,0x53db4c1fddbede086812529c104e47f18315179b,0x7b484d9e01de73a6c5ced7b8d9a8e03558c9121e,5528.737006,5.423004416026421,,2026-02-02T02:39:15.615000+00:00,False,False,-0.990047,27.928544,1779.047851,856.127006,-58.87712799999997,122.52784570131848,48,0.0019565217391304,0.0330434782608695,0.0,0.0743478260869565,0.4185869565217391,0.5658695652173913,0.8202717391304348,0.0,0.2258362154150197,175,2026-03-08T03:40:48.086019+00:00,SkyDAO,0x7b484d9e01de73a6c5ced7b8d9a8e03558c9121e,5.423004416026421,,0.2009437787283985,0.1,5031.085371,0.0,True,False,False,12,5528.737006,13,5528.737006,62,5528.737006,44,5528.737006,46,0.0,0.5164609053497943,0.5020746887966805,0.51440329218107,0.2972795914231229,167,1,Steady Grinder C1
wagmi22,0x85c283314f517a2b3a526385f99591e536dd63eb,0xfde0618dda34c50ac169adaf4658ecd34b51ff5d,2013.977752,0.0,,2024-04-12T06:01:37.211000+00:00,False,False,0.0,0.0,0.0,13.977752,0.0,4.1933256,48,0.4969565217391304,0.0501086956521739,0.0,0.1853260869565217,0.087445652173913,0.245,0.8202717391304348,0.0,0.2927235671936759,103,2026-03-08T03:40:48.086019+00:00,wagmi22,0xfde0618dda34c50ac169adaf4658ecd34b51ff5d,0.0,,1.0,0.1,1913.977752,0.0,True,False,False,11,2013.977752,13,2013.977752,63,2013.977752,45,2013.977752,101,0.0,0.5164609053497943,0.5020746887966805,0.0102880658436214,0.2970335826233703,168,2,Steady Grinder C2
MOAS,0x29b98aaf8eeb316385fe2ed1af564bdc4b03ffd6,0x3e502cbaf8a3578f06b295b94993caaee5923ffb,135863.24155,0.0099534901529779,,2024-11-22T09:56:11.989000+00:00,False,False,-154.569824,362.018826,112.59939,23922.05155,-6513.715085,6094.992767670124,49,0.0472826086956521,0.007391304347826,0.0,0.0188043478260869,0.8647826086956522,0.9195652173913044,0.5299456521739131,0.0,0.2782744565217391,116,2026-03-08T03:40:48.086019+00:00,MOAS,0x3e502cbaf8a3578f06b295b94993caaee5923ffb,0.0107036019637198,,0.9127039767573704,0.1,134958.365002,0.0,True,False,False,84,135871.72723,13,135871.72723,66,135871.72723,47,135871.72723,71,0.0,0.5164609053497943,0.5020746887966805,0.1049382716049382,0.2956617701955493,169,4,Steady Grinder C4
Watchme Vault,0xc1d8b546b373a37c9903ccc673ee1b4c4a133ddb,0xe214d44dddc32c1a6fe6d930c66498a69d2eee70,3235.411398,2.8517193402295353,,2025-06-26T21:44:41.589000+00:00,False,False,-167.993553,46.93033,627.976018,13665.561398,-13627.650581,6628.025700822196,51,0.0067391304347826,0.0418478260869565,0.0,0.0238043478260869,0.9107608695652174,0.9235869565217392,0.0505978260869565,0.0,0.2294083498023715,170,2026-03-08T03:40:48.086019+00:00,Watchme Vault,0xe214d44dddc32c1a6fe6d930c66498a69d2eee70,2.8179428041777377,,0.2413153937332177,0.1,78.579704,0.0,True,False,False,21,3227.97348,13,3227.97348,64,3227.97348,46,3227.97348,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2956377045593158,170,1,Steady Grinder C1
COPE AND SEETHE HEDGE FUND INU,0x18117bdae1396d2e7cb9c57193c46da096e217dc,0xc656523bb3324b11eb83f431f467468bddf88eb5,12010.866444,3.1473826865671644,,2026-02-22T10:52:14.836000+00:00,False,False,411.097785,1930.417817,2815.176444,2815.176444,-125.972869,292.5568343463269,48,0.0059782608695652,0.0234782608695652,0.0,0.0496739130434782,0.5075,0.675,0.8202717391304348,0.0,0.2412314723320158,157,2026-03-08T03:40:48.086019+00:00,COPE AND SEETHE HEDGE FUND INU,0xc656523bb3324b11eb83f431f467468bddf88eb5,3.1569969970372855,,0.4363484586624235,0.1,9514.09614,0.0,True,False,False,25,12019.465964,13,12019.465964,63,12019.465964,31,12019.465964,51,0.0,0.5164609053497943,0.5020746887966805,0.3806584362139917,0.2954515485141622,171,2,Steady Grinder C2
Volatility Farm,0x86e64df33ad85456a7ca5d7363bfa6479f87d861,0x7e5db68598b899cb6684e5e8d4c8147bb4a06f50,4471.80445,0.4678852413690552,,2026-03-06T15:47:57.607000+00:00,False,False,69.738138,167.81445,167.81445,167.81445,-106.411499,94.16119383508492,52,0.0285869565217391,0.0371739130434782,0.0,0.121195652173913,0.4921739130434782,0.535,0.0088043478260869,0.0,0.1583967391304347,230,2026-03-08T03:40:48.086019+00:00,Volatility Farm,0x7e5db68598b899cb6684e5e8d4c8147bb4a06f50,0.5083146568649091,,0.456131233350888,0.1,1711.742367,0.0,True,False,False,40,4486.3051,14,4486.3051,19,4486.3051,8,4486.3051,21,0.0,0.5164609053497943,0.5020746887966805,0.9958847736625516,0.2948481323578323,172,2,Steady Grinder C2
PF1,0xa1b6d8efbcb2fb750a84dbc05649fa4968034f04,0xb5e32ad7740f86346503352c53aabcb154cfa3f9,167959.425691,1.1503275004238105,,2025-06-12T22:25:27.564000+00:00,False,False,-1419.840072,-154.463344,14863.402982,50591.995691,-2172.9049410000007,5196.906048834456,50,0.0170652173913043,0.0059782608695652,0.0,0.0122826086956521,0.7806521739130434,0.9131521739130436,0.2215217391304347,0.0,0.2225321146245059,178,2026-03-08T03:40:48.086019+00:00,PF1,0xb5e32ad7740f86346503352c53aabcb154cfa3f9,1.1589115682736342,,0.0708918308623639,0.1,117510.340976,0.0,False,False,False,12,168070.340591,13,168070.340591,63,168070.340591,45,168070.340591,46,0.0,0.5164609053497943,0.5020746887966805,0.51440329218107,0.2948015158302376,173,4,Steady Grinder C4
Order Block Hunter,0x0a8499b5e925d95badc893ec7f0b1613e08f6d7c,0x6de9bdf1f2d01b7e51bb97abba12c1e37c88dbf1,11973.396378,0.9148629226795786,,2026-01-20T07:45:07.462000+00:00,False,False,-35.523634,-172.519439,1232.157856,2593.456378,-837.81701,673.9155820672876,50,0.0205434782608695,0.0235869565217391,0.0,0.0521739130434782,0.6896739130434782,0.7592391304347826,0.2215217391304347,0.0,0.2095923913043478,185,2026-03-08T03:40:48.086019+00:00,Order Block Hunter,0x6de9bdf1f2d01b7e51bb97abba12c1e37c88dbf1,0.9146791419492776,,0.137686016701568,0.1,11246.858691,0.0,True,False,False,240,11973.148858,13,11973.148858,65,11973.148858,46,11973.148858,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2941502212825059,174,2,Steady Grinder C2
Magixbox,0x1764dd740aba4195643bbb6a44648e0306b00cfa,0x4f8cc02ec3a1e5670d2f7e2258738729fd36bcd5,12835.249639,2.738982904578754,,2024-01-08T07:36:11.769000+00:00,False,False,-121.52844,1211.176146,2745.313613,8890.209639,-14408.555137,4698.869813706951,49,0.0069565217391304,0.0230434782608695,0.0,0.03,0.9128260869565218,0.9075,0.5299456521739131,0.0,0.2803100296442688,113,2026-03-08T03:40:48.086019+00:00,Magixbox,0x4f8cc02ec3a1e5670d2f7e2258738729fd36bcd5,2.738982904578754,,0.8639784210409611,0.1,12719.506007,0.0,True,False,False,52,12835.249639,13,12835.249639,64,12835.249639,48,12835.249639,80,0.0,0.5164609053497943,0.5020746887966805,0.0679012345679012,0.2934847463337429,175,1,Steady Grinder C1
Relative Value Strategies,0x131398cf559514af8531ce246de9817decb4bd90,0x12821099227acb6c7ba9f87716b50285276e411b,10036.300179,0.0435602148,,2026-02-15T06:48:43.505000+00:00,False,False,-5.023455,5.3307,36.300179,36.300179,-6.567017,8.302652569890174,49,0.0447826086956521,0.0247826086956521,0.0,0.1632608695652174,0.3351086956521739,0.2769565217391304,0.5299456521739131,0.0,0.1834473814229249,213,2026-03-08T03:40:48.086019+00:00,Relative Value Strategies,0x12821099227acb6c7ba9f87716b50285276e411b,0.0438374148,,1.0,0.1,8044.194679,0.0,True,False,False,181,10036.531179,13,10036.531179,66,10036.531179,37,10036.531179,41,0.0,0.5164609053497943,0.5020746887966805,0.779835390946502,0.292031175805595,176,2,Steady Grinder C2
Growi HF-2,0x9b5b1931fa5838a891973f9877c7648c93ee80cc,0x7789450871fb1315fa982ccb8039cb34e8f2f60d,320585.741512,4.0000751600335285,,2025-03-15T15:39:04.467000+00:00,False,False,-2432.179003,-5467.507347,123479.930487,179412.381512,-21840.674154999982,38288.68300624217,50,0.0033695652173913,0.004891304347826,0.0,0.005,0.9318478260869564,0.9789130434782608,0.2215217391304347,0.0,0.2441378458498023,149,2026-03-08T03:40:48.086019+00:00,Growi HF-2,0x7789450871fb1315fa982ccb8039cb34e8f2f60d,4.003474567576633,,0.3939205740475273,0.1,307928.030676,0.0,False,False,False,244,320690.679192,13,320690.679192,63,320690.679192,45,320690.679192,57,0.0,0.5164609053497943,0.5020746887966805,0.3230452674897119,0.2918700117800741,177,1,Steady Grinder C1
W for Wizz,0x58d56b6021189a3aa143a793fbf7daeec27a1929,0x98ce85f1ec368ee5fce0602b2fec32eec5ede4bb,1933.443035,0.11055044096958,,2025-12-05T04:09:18.421000+00:00,False,False,0.0,0.0,17.64932,25.473035,-4.736979000000001,5.99250386540564,49,0.0409782608695652,0.0517391304347826,0.0,0.1719565217391304,0.328695652173913,0.2605434782608695,0.5299456521739131,0.0,0.1877062747035573,209,2026-03-08T03:40:48.086019+00:00,W for Wizz,0x98ce85f1ec368ee5fce0602b2fec32eec5ede4bb,0.11055044096958,,0.0579280236892199,0.1,207.162841,0.0,True,False,False,19,1933.443035,13,1933.443035,62,1933.443035,44,1933.443035,42,0.0,0.5164609053497943,0.5020746887966805,0.7325102880658436,0.2904928354780035,178,2,Steady Grinder C2
Smart Swing Concepts,0xf9c7f25adabc40c6ed5a53b018ab0175f9f38c30,0x3a5401ea61d6b242e2e6e99553a94722a36bd629,2116.059492,0.696356952,,2026-03-01T06:25:56.697000+00:00,False,False,0.0,116.059492,116.059492,116.059492,-81.088414,63.402107748036194,47,0.0244565217391304,0.0493478260869565,0.0,0.1314130434782608,0.4457608695652174,0.4944565217391304,0.9652173913043478,0.0,0.2609387351778656,133,2026-03-08T03:40:48.086019+00:00,Smart Swing Concepts,0x3a5401ea61d6b242e2e6e99553a94722a36bd629,0.696356952,,1.0,0.1,2016.059492,0.0,True,False,False,33,2116.059492,13,2116.059492,64,2116.059492,21,2116.059492,64,0.0,0.5164609053497943,0.5020746887966805,0.1810699588477366,0.290273147911924,179,2,Steady Grinder C2
RealSolKing,0xd4d0ef58b958e7a142baf6be341d14d017cfe31a,0x7a7578a72c66223cb9ff8057a4e40a14f7bd3524,4709.11684,0.7364545564576259,,2026-02-01T17:16:09.278000+00:00,False,False,198.971118,209.935848,272.293246,208.96684,-1006.300696,267.4866417048002,50,0.023695652173913,0.0356521739130434,0.0,0.1158695652173913,0.7146739130434783,0.6625,0.2215217391304347,0.0,0.2218675889328063,179,2026-03-08T03:40:48.086019+00:00,RealSolKing,0x7a7578a72c66223cb9ff8057a4e40a14f7bd3524,0.7413602011241016,,0.4455341902553493,0.1,1950.713253,0.0,True,False,False,184,4710.93063,13,4710.93063,64,4710.93063,45,4710.93063,47,0.0,0.5164609053497943,0.5020746887966805,0.4711934156378601,0.2899821339071419,180,2,Steady Grinder C2
Hyper 3,0xae8da1fcab050318c5c1f015cb8f9a510d0e3254,0x2827ed2c66452690038628423b462900e07fcfb7,3157.835644,0.361447034980832,,2026-01-08T02:36:44.889000+00:00,False,False,-0.116641,2.152737,92.334686,157.835644,-32.601022,33.33541769278674,49,0.0314130434782608,0.0421739130434782,0.0,0.1227173913043478,0.3840217391304348,0.4234782608695652,0.5299456521739131,0.0,0.1947418478260869,199,2026-03-08T03:40:48.086019+00:00,Hyper 3,0x2827ed2c66452690038628423b462900e07fcfb7,0.3615206673179582,,1.0,0.1,3057.854454,0.0,True,False,False,13,3157.854454,13,3157.854454,63,3157.854454,45,3157.854454,43,0.0,0.5164609053497943,0.5020746887966805,0.6707818930041153,0.2895966758137279,181,2,Steady Grinder C2
Goon Labs Capital Inc LLC Incorporated,0x1b5d4890c63fb782961ea7d932a9548883ae98da,0x69a8635bececf58850005189fcea9a460f22add7,1015.845248,0.190142976,,2026-03-04T14:48:09.086000+00:00,False,False,120.783418,15.845248,15.845248,15.845248,-128.342998,30.1697408172393,54,0.0370652173913043,0.0618478260869565,0.0,0.1821739130434782,0.5096739130434783,0.4114130434782608,0.0013043478260869,0.0,0.169528162055336,222,2026-03-08T03:40:48.086019+00:00,Goon Labs Capital Inc LLC Incorporated,0x69a8635bececf58850005189fcea9a460f22add7,0.093656268,,1.0,0.1,77.006682,0.0,True,False,False,65,1007.804689,13,1007.804689,39,1007.804689,13,1007.804689,39,0.0,0.5164609053497943,0.5020746887966805,0.8539094650205762,0.2889991686873108,182,2,Steady Grinder C2
Hyper4,0xafe52e764a7997670deccffe056312781dd5925f,0x2827ed2c66452690038628423b462900e07fcfb7,3527.161977,0.574187727953336,,2026-01-10T15:06:59.335000+00:00,False,False,-11.408638,-8.937909,161.06433,427.161977,-16.03112100000004,75.0477660635538,49,0.0265217391304347,0.0407608695652173,0.0,0.0947826086956521,0.3595652173913043,0.5120652173913044,0.5299456521739131,0.0,0.1917107213438735,203,2026-03-08T03:40:48.086019+00:00,Hyper4,0x2827ed2c66452690038628423b462900e07fcfb7,0.5756609115980289,,0.971300460604246,0.1,3169.759378,0.0,True,False,False,13,3527.575217,13,3527.575217,64,3527.575217,45,3527.575217,43,0.0,0.5164609053497943,0.5020746887966805,0.6707818930041153,0.2873233309520678,183,2,Steady Grinder C2
Bunny,0x5ce0ce4387679de0335a3e8a1c9a7abb4f150a71,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,2003.340051,0.0201004065020325,,2026-02-27T01:09:54.907000+00:00,False,False,-65.873266,-34.81552,3.350051,3.350051,-92.155503,24.646635299240742,48,0.0465217391304347,0.0503260869565217,0.0,0.2058695652173913,0.4640217391304347,0.3753260869565217,0.8202717391304348,0.0,0.2582645750988142,135,2026-03-08T03:40:48.086019+00:00,Bunny,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,0.0079661858309291,,1.0,0.1,1288.691247,0.0,True,False,False,13,2001.317691,13,2001.317691,61,2001.317691,23,2001.317691,65,0.0,0.5164609053497943,0.5020746887966805,0.1666666666666666,0.2868271986345285,184,2,Steady Grinder C2
pmalt,0x4dec0a851849056e259128464ef28ce78afa27f6,0x526178b96c8c5d7a4e4f76f298ec0170aa0d1d2a,575636.515442,3.2384555277718077,,2024-10-12T17:14:59.356000+00:00,False,False,-3607.006692,27503.774604,122333.477433,247182.945442,-415.770293,24235.862067557515,48,0.0055434782608695,0.0032608695652173,0.0,0.0032608695652173,0.6180434782608696,0.9695652173913044,0.8202717391304348,0.0,0.2683016304347826,126,2026-03-08T03:40:48.086019+00:00,pmalt,0x526178b96c8c5d7a4e4f76f298ec0170aa0d1d2a,3.235935337090938,,0.1427234238387358,0.1,426410.408601,0.0,True,False,False,21,575541.314601,21,575541.314601,60,575541.314601,45,575541.314601,76,0.0,0.5164609053497943,0.5020746887966805,0.0802469135802469,0.2857130148278628,185,1,Steady Grinder C1
Danny Ocean,0x04c8e82bbd0a33d3179e767c262223f50e74f7d2,0x6d6a4b953f202f8df5bed40692e7fd865318264a,19788.863892,0.9223610882163712,,2025-04-11T16:19:33.659000+00:00,False,False,-317.437982,339.842959,1412.473087,7818.263892,-3564.952891000001,2491.734677864673,50,0.0203260869565217,0.0183695652173913,0.0,0.0322826086956521,0.8194565217391304,0.8703260869565217,0.2215217391304347,0.0,0.2317514822134387,166,2026-03-08T03:40:48.086019+00:00,Danny Ocean,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.916624271680931,,0.7985612823885853,0.1,18166.899749,0.0,False,False,False,14,19780.078722,13,19780.078722,65,19780.078722,46,19780.078722,53,0.0,0.5164609053497943,0.5020746887966805,0.3518518518518518,0.2854608974890154,186,2,Steady Grinder C2
The Wick Busters,0x1cddd9825008192d74357867e0712ce1d39acb18,0x30c660b95574c4f2ec5bce8b1338483f66b28b77,1401.80208,0.3868724014442583,,2025-12-10T14:41:13.714000+00:00,False,False,0.76051,-20.369497,51.802835,160.34208,-24.978643000000005,35.997131063823616,49,0.0305434782608695,0.0572826086956521,0.0,0.1225,0.3748913043478261,0.4318478260869565,0.5299456521739131,0.0,0.1971010375494071,196,2026-03-08T03:40:48.086019+00:00,The Wick Busters,0x30c660b95574c4f2ec5bce8b1338483f66b28b77,0.3874638805437012,,0.8244117076511039,0.1,584.33292,0.0,True,False,False,192,1401.88128,13,1401.88128,66,1401.88128,47,1401.88128,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2847817059663003,187,2,Steady Grinder C2
SamadiCapital,0x0e9552677d5015bc06bb185e14baaa1acdfac7af,0x951a8c598ee7aeb291f3024ca65c34264de4d202,1120.341548,0.3442278725553209,,2026-02-21T14:20:38.398000+00:00,False,False,0.0,0.0,31.241548,31.241548,-103.661306,51.21764254461994,47,0.0317391304347826,0.0595652173913043,0.0,0.1671739130434782,0.4894565217391304,0.4707608695652174,0.9652173913043478,0.0,0.2766156126482213,117,2026-03-08T03:40:48.086019+00:00,SamadiCapital,0x951a8c598ee7aeb291f3024ca65c34264de4d202,0.3442278725553209,,0.0816050711861513,0.1,0.0,0.0,True,False,False,12,1120.341548,13,1120.341548,66,1120.341548,32,1120.341548,53,,0.5164609053497943,0.0,0.3518518518518518,0.2839637670993347,188,2,Steady Grinder C2
Hyperdash Vault #1,0x4078582c42fdb547b1397fabb5d5a4beab81be9e,0xe966a12bf7b93838096e4519a684519ab22df618,137743.931435,1.1755053176893548,,2025-01-03T10:49:28.507000+00:00,False,False,-2232.895612,-972.647788,13551.923542,38506.511435,-61639.345972,31946.20395101636,50,0.0165217391304347,0.0072826086956521,0.0,0.0147826086956521,0.9666304347826088,0.9752173913043478,0.2215217391304347,0.0,0.2542465415019763,137,2026-03-08T03:40:48.086019+00:00,Hyperdash Vault #1,0xe966a12bf7b93838096e4519a684519ab22df618,1.1733300737680756,,0.2240739982268922,0.1,126598.888803,0.0,True,False,False,171,137718.853931,13,137718.853931,66,137718.853931,47,137718.853931,65,0.0,0.5164609053497943,0.5020746887966805,0.1666666666666666,0.2838136734369,189,4,Steady Grinder C4
Wild Money,0xc71f5a493b937e4b1798b86510630336a6dfd804,0xfdd97214861228f522ca1368db172f0f4a92e3fc,2315.461282,2.857583411389977,,2025-09-20T20:08:34.334000+00:00,False,False,21.209443,49.227529,445.33647,711.321282,-163.22078700000003,106.536187104763,51,0.0066304347826086,0.047391304347826,0.0,0.0794565217391304,0.533804347826087,0.5493478260869565,0.0505978260869565,0.0,0.1577408596837944,232,2026-03-08T03:40:48.086019+00:00,Wild Money,0xfdd97214861228f522ca1368db172f0f4a92e3fc,2.867701142505348,,0.3114682890694038,0.1,1992.446487,0.0,True,False,False,97,2317.038067,13,2317.038067,64,2317.038067,45,2317.038067,38,0.0,0.5164609053497943,0.5020746887966805,0.8765432098765432,0.2824220663942512,190,2,Steady Grinder C2
Hyper6,0xe438e2d09ccb8e4728fc3a0a85f3cd868efcc04a,0x2827ed2c66452690038628423b462900e07fcfb7,3582.047318,0.7253461474163172,,2026-01-10T15:22:40.582000+00:00,False,False,-20.241045,-14.728374,204.177096,482.047318,-29.031518000000005,80.04625387896385,49,0.0240217391304347,0.0403260869565217,0.0,0.0920652173913043,0.3797826086956521,0.5181521739130435,0.5299456521739131,0.0,0.1937462944664031,201,2026-03-08T03:40:48.086019+00:00,Hyper6,0x2827ed2c66452690038628423b462900e07fcfb7,0.7270448272420338,,0.9715722973366824,0.1,3069.468169,0.0,True,False,False,13,3582.525478,13,3582.525478,65,3582.525478,46,3582.525478,44,0.0,0.5164609053497943,0.5020746887966805,0.6049382716049383,0.2822656486540473,191,2,Steady Grinder C2
DH-Funding Rate,0xa6b72ea0ef4542d520aa78f8d749ab4f2714b63d,0x725afdd376503910e004733fca22b7505c445c03,9926.099582,0.0500370352194433,,2025-05-23T12:53:01.585000+00:00,False,False,42.149792,55.41134,46.586245,4588.069582,-1133.979851,789.2421493583505,50,0.0446739130434782,0.0251086956521739,0.0,0.0407608695652173,0.7246739130434783,0.7732608695652174,0.2215217391304347,0.0,0.2188414031620553,183,2026-03-08T03:40:48.086019+00:00,DH-Funding Rate,0x725afdd376503910e004733fca22b7505c445c03,0.0449403239436164,,0.9633274945527408,0.1,6872.259314,0.0,True,False,False,72,9921.354364,13,9921.354364,64,9921.354364,45,9921.354364,49,0.0,0.5164609053497943,0.5020746887966805,0.4156378600823045,0.2821569390235231,192,2,Steady Grinder C2
AI ATM,0x4944589914a1ddef29f5f1f2094cfa212a3a3d20,0xaf253ebf2c4fea2858df3cf89e46939a96877e5c,8566.745622,1.013437068205985,,2026-02-27T16:32:49.293000+00:00,False,False,-36.910936,511.153315,667.145622,667.145622,-146.60159099999998,135.12443292082423,48,0.018695652173913,0.0276086956521739,0.0,0.0807608695652173,0.5221739130434783,0.5784782608695652,0.8202717391304348,0.0,0.245258152173913,145,2026-03-08T03:40:48.086019+00:00,AI ATM,0xaf253ebf2c4fea2858df3cf89e46939a96877e5c,1.0654855248367006,,1.0,0.1,729.502333,0.0,True,False,False,38,8601.009121,13,8601.009121,61,8601.009121,23,8601.009121,63,0.0,0.5164609053497943,0.5020746887966805,0.2160493827160493,0.2820106530457908,193,2,Steady Grinder C2
[ Systemic Strategies ] L/S Grids,0x07fd993f0fa3a185f7207adccd29f7a87404689d,0x2b804617c6f63c040377e95bb276811747006f4b,3158535.03818,0.012574913820913,,2025-01-23T05:48:51.869000+00:00,False,False,-35404.94002,-23117.717985,3524.509367,842383.91818,-824686.2549139999,387633.7690451664,52,0.0470652173913043,0.001195652173913,0.0,0.0014130434782608,0.9958695652173912,0.997391304347826,0.0088043478260869,0.0,0.2387351778656126,160,2026-03-08T03:40:48.086019+00:00,[ Systemic Strategies ] L/S Grids,0x2b804617c6f63c040377e95bb276811747006f4b,0.0022989491717467,,0.2125194486452428,0.1,1625098.316941,0.0,True,False,False,188,3155654.880576,15,3155654.880576,60,3155654.880576,48,3155654.880576,62,0.0,0.5164609053497943,0.5020746887966805,0.257201646090535,0.2812336486520141,194,4,Steady Grinder C4
Realist Capital,0x77fee2df7bad4f1db93052fa82bf78eaab771a16,0x288ed4efc8fbd1e42a06fe083ea942d20c90b336,49784.382468,1.6526136219824543,,2025-03-11T00:39:09.152000+00:00,False,False,695.479096,4958.961854,6119.662647,38650.372468,-4652.99692,5196.354801879413,50,0.012391304347826,0.0120652173913043,0.0,0.0145652173913043,0.8404347826086956,0.9130434782608696,0.2215217391304347,0.0,0.2313759881422925,167,2026-03-08T03:40:48.086019+00:00,Realist Capital,0x288ed4efc8fbd1e42a06fe083ea942d20c90b336,1.6526136219824543,,0.970154811778981,0.1,49681.306135,0.0,True,False,False,32,49784.382468,14,49784.382468,60,49784.382468,45,49784.382468,58,0.0,0.5164609053497943,0.5020746887966805,0.3086419753086419,0.2808582892813347,195,4,Steady Grinder C4
WDA | MCLS,0x73e5c11a8a9820afb1a25aa89787ba025b84e60e,0x7ab9d12f35de442a5c88687883691fb387e8e4aa,28883.052583,1.2503424465849116,,2025-03-14T21:22:29.463000+00:00,False,False,125.37142,162.708878,2867.170863,6086.882583,-2940.872813,2169.723681623442,50,0.0155434782608695,0.0159782608695652,0.0,0.0357608695652173,0.8029347826086957,0.86,0.2215217391304347,0.0,0.227774209486166,171,2026-03-08T03:40:48.086019+00:00,WDA | MCLS,0x7ab9d12f35de442a5c88687883691fb387e8e4aa,1.2498530842143922,,0.6357518394814714,0.1,25598.68309,0.0,True,False,False,217,28881.930422,13,28881.930422,62,28881.930422,44,28881.930422,57,0.0,0.5164609053497943,0.5020746887966805,0.3230452674897119,0.2795972845073469,196,2,Steady Grinder C2
Sentiment Edge,0x026a2e082a03200a00a97974b7bf7753ce33540f,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,109954.461773,0.0059081299247526,,2025-01-31T16:05:08.305000+00:00,False,False,308.227294,716.859163,86.663216,25562.001773,-6931.406728999998,3918.5550318964497,50,0.0475,0.0084782608695652,0.0,0.0181521739130434,0.8696739130434783,0.8976086956521739,0.2215217391304347,0.0,0.2420207509881423,155,2026-03-08T03:40:48.086019+00:00,Sentiment Edge,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,0.0006695398495147,,0.2486301565645236,0.1,5407.753468,0.0,True,False,False,68,109877.619681,13,109877.619681,65,109877.619681,47,109877.619681,63,0.0,0.5164609053497943,0.5020746887966805,0.2160493827160493,0.2795826021564628,197,4,Steady Grinder C4
