name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs,withdrawable_ratio,score_commission,score_withdrawable,score_av_depth,extended_score,extended_rank
C.A.T,0xdfb729b4b789de6d13d6ad7ac8e2750909360af9,0x0d60d47b1b995af2a0e98485a9413868ea7effd6,6902.536564,-0.204618373284779,,2025-11-06T23:41:26.380000+00:00,False,False,-15.634921,-1141.181104,-1778.087416,101.386564,-3448.435608,1578.4045030738178,48,0.9881676074685192,0.0299609205384281,0.0,0.1360182370820668,0.8165436387320886,0.8368432479374729,0.8256079027355623,0.0,0.5428677515493625,3,2026-03-11T07:32:53.868260+00:00,C.A.T,0x0d60d47b1b995af2a0e98485a9413868ea7effd6,-0.19794450350019346,,0.9401995275234472,0.1,4229.196983,0.0,True,False,False,96.0,6960.530984,13.0,6960.530984,61.0,6960.530984,44.0,6960.530984,34.0,0.0,0.514,0.5020325203252033,0.954,0.5788130900847861,1
Follow the Money,0x0405e04a717fae31cd3d19242976aa2ffe1ed791,0x00264c7bbfc77f571ae3ceda4f3ddd8ee58a1b7b,4267.916349,-0.0358487325042171,,2025-11-24T08:11:29.685000+00:00,False,False,-75.722356,-136.007281,-365.221058,472.616349,-819.4119599999999,412.90389389853783,48,0.9671081198436822,0.0379939209726443,0.0,0.0923795049934867,0.6867129830655666,0.7113547546678246,0.8256079027355623,0.0,0.5006944992697273,15,2026-03-11T07:32:53.868260+00:00,Follow the Money,0x00264c7bbfc77f571ae3ceda4f3ddd8ee58a1b7b,-0.03267665125586549,,0.9973672861653384,0.1,697.996981,0.0,True,False,False,68.0,4300.232997,13.0,4300.232997,64.0,4300.232997,46.0,4300.232997,33.0,0.0,0.514,0.5020325203252033,0.98,0.5497831508750597,2
Bitcoin Moving Average Long/Short,0xb1505ad1a4c7755e0eb236aa2f4327bfc3474768,0x1fa1b4c4cda61b3c1ce805ae82e64a90d8821d08,3385434.560423,-0.006385316272508,,2025-10-02T01:22:00.214000+00:00,False,False,14922.858336,-136684.63415,-21766.573267,265341.550423,-360419.114677,231885.54080234712,49,0.952887537993921,0.0009769865392965,0.0,0.0030395136778115,0.9915327833260964,0.995223621363439,0.5427160225792445,0.0,0.5048121521335807,11,2026-03-11T07:32:53.868260+00:00,Bitcoin Moving Average Long/Short,0x1fa1b4c4cda61b3c1ce805ae82e64a90d8821d08,-0.0035397802717986203,,0.05000663036025709,0.1,3046614.560423,0.0,True,False,False,61.0,3395134.560423,19.0,3395134.560423,58.0,3395134.560423,45.0,3395134.560423,37.0,0.0,0.514,0.5020325203252033,0.906,0.5454713905229498,3
Equinox · Blackalgo,0x7048b287889c5913d59f812795d7fd5d724be77a,0x3db735d71673b3d57b34f55013b9b25e2d2dd9cf,1070486.70329,-0.0436272503735088,,2026-01-19T13:14:32.273000+00:00,False,False,879.903267,-61681.268523,-51458.854332,6131.87329,-82602.591011,42265.78515776358,48,0.9704732957012592,0.0020625271385149,0.0,0.035497177594442,0.9723187147199304,0.9799174989144596,0.8256079027355623,0.0,0.5445429380649746,2,2026-03-11T07:32:53.868260+00:00,Equinox · Blackalgo,0x3db735d71673b3d57b34f55013b9b25e2d2dd9cf,-0.04339011719652789,,0.2994368395610566,0.1,8585.533917,0.0,True,False,False,168.0,1070766.404658,12.0,1070766.404658,60.0,1070766.404658,47.0,1070766.404658,45.0,0.0,0.514,0.5020325203252033,0.606,0.5452694799714952,4
Jade Lotus Capital,0xbc5bf88fd012612ba92c5bd96e183955801b7fdc,0x10cd85d0257e666fa74de7c03965a6ec9383e171,319928.917685,-0.2489499765497613,,2025-05-26T09:04:28.497000+00:00,False,False,2627.600104,-9776.76098,-106046.593527,192080.157685,-116919.03553199998,69231.23383495612,46,0.9897959183673468,0.0048849326964828,0.0,0.0045592705167173,0.9797003907946156,0.9862136343899262,0.9984259661311332,0.0,0.5636977953657285,1,2026-03-11T07:32:53.868260+00:00,Jade Lotus Capital,0x10cd85d0257e666fa74de7c03965a6ec9383e171,-0.25270606101444715,,0.9772107374859601,0.1,263613.917685,0.0,True,False,False,130.0,318328.917685,13.0,318328.917685,62.0,318328.917685,44.0,318328.917685,50.0,0.0,0.514,0.5020325203252033,0.446,0.5436356229470606,5
BTC/ETH CTA | AIM,0xbeebbbe817a69d60dd62e0a942032bc5414dae1c,0x9660f151ffe595afc65e64d38a55285ed8fd2021,96289.184546,-0.0821263196800488,,2025-07-03T21:18:56.515000+00:00,False,False,3267.144861,-1254.9142,-8660.167169,77.754546,-21288.090941,9052.490502294731,49,0.9789405123751628,0.0087928788536691,0.0,0.1425314806773773,0.9310681719496308,0.935844550586192,0.5427160225792445,0.0,0.5303914360715273,6,2026-03-11T07:32:53.868260+00:00,BTC/ETH CTA | AIM,0x9660f151ffe595afc65e64d38a55285ed8fd2021,-0.08380007158207117,,0.2370109922680186,0.1,80430.938127,0.0,True,False,False,27.0,96112.688493,13.0,96112.688493,62.0,96112.688493,44.0,96112.688493,44.0,0.0,0.514,0.5020325203252033,0.65,0.5390558534764097,6
[ Broadcraft Capital ] Tradewinds,0xe76c9c59157c993ac3cb405defb7992661b57fed,0xe78e0092262c2b443faff2d4412d85268644265c,2447.006693,-0.06770032289002,,2025-11-23T03:57:13.717000+00:00,False,False,-15.288173,-85.280342,-184.614821,324.186693,-260.020452,199.83699277019105,48,0.9759009986973513,0.047112462006079,0.0,0.1036691272253582,0.5753365175857577,0.6257056013894919,0.8256079027355623,0.0,0.4841498736825484,20,2026-03-11T07:32:53.868260+00:00,[ Broadcraft Capital ] Tradewinds,0xe78e0092262c2b443faff2d4412d85268644265c,-0.06674214245725843,,0.943357203258166,0.1,1813.649287,0.0,True,False,False,219.0,2449.619595,13.0,2449.619595,63.0,2449.619595,45.0,2449.619595,33.0,0.0,0.514,0.5020325203252033,0.98,0.5373746816846755,7
Storm,0xae08a2282d969bd0c4bf63a626ab8f8e6200022d,0x70e424703f5e8e7237ccdf04b4908379942b26a5,30789.172619,-0.0272816011223554,,2026-01-26T21:29:51.104000+00:00,False,False,-25.569177,389.212206,-863.536587,789.172619,-3024.417832,994.9112144849074,48,0.9642857142857144,0.0151975683890577,0.0,0.0765306122448979,0.8057967867998264,0.7946157186278767,0.8256079027355623,0.0,0.5155960111317255,9,2026-03-11T07:32:53.868260+00:00,Storm,0x70e424703f5e8e7237ccdf04b4908379942b26a5,-0.029744020894790762,,1.0,0.1,16316.418579,0.0,True,True,False,242.0,30711.230362,13.0,30711.230362,60.0,30711.230362,44.0,30711.230362,43.0,0.0,0.514,0.5020325203252033,0.714,0.5343592847715584,8
[ Sidelined ] Market Neutral 1,0xf4ab2cb15b7b3fa298555b801e9f5772ba8f8891,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,35192.671291,-0.0026603875421076,,2025-09-06T11:01:09.100000+00:00,False,False,50.378318,658.366005,-97.852149,4160.841291,-1787.8097070000003,1449.7069254604946,48,0.9497394702561875,0.0144376899696048,0.0,0.0427702996092053,0.7644376899696048,0.8290273556231003,0.8256079027355623,0.0,0.5019502723720048,14,2026-03-11T07:32:53.868260+00:00,[ Sidelined ] Market Neutral 1,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,-0.003189815058226445,,0.8257772538380743,0.1,32353.233825,0.0,True,False,False,152.0,35173.198331,13.0,35173.198331,63.0,35173.198331,45.0,35173.198331,41.0,0.0,0.514,0.5020325203252033,0.81,0.5337249807017679,9
[ Sidelined ] Market Neutral 2: BTC Maxi,0x257acedf61ffd72abfcde8332a13a1d015930051,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,30463.857271,-0.0105868670359022,,2025-09-07T06:46:40.175000+00:00,False,False,23.353161,368.198282,-396.137215,1819.957271,-3852.175615999999,1595.2083742064858,49,0.955601389491967,0.0153061224489795,0.0,0.0580764220581849,0.8259878419452887,0.8374945722970039,0.5427160225792445,0.0,0.4839549698022342,21,2026-03-11T07:32:53.868260+00:00,[ Sidelined ] Market Neutral 2: BTC Maxi,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,-0.0116784038450876,,0.9025405206891729,0.1,27082.269929,0.0,True,False,False,167.0,30423.014371,14.0,30423.014371,64.0,30423.014371,46.0,30423.014371,40.0,0.0,0.514,0.5020325203252033,0.848,0.5240285037744399,10
● MONO BLACK TOKYO「ISHI 石」,0x395f50a09d7bc2e2883c9e427d36896264a6ee8f,0x82babdae2d023cfa3cfa00a4446fb28dd8a5efcc,2233.937152,-0.0657437748187121,,2025-09-01T00:48:50.521000+00:00,False,False,12.472056,74.184525,-479.15666,1855.907152,-1572.666078,1222.064659120394,49,0.9752496743378204,0.0489578810247503,0.0,0.0576422058184976,0.7532566217976552,0.8132870169344334,0.5427160225792445,0.0,0.4830865373228595,22,2026-03-11T07:32:53.868260+00:00,● MONO BLACK TOKYO「ISHI 石」,0x82babdae2d023cfa3cfa00a4446fb28dd8a5efcc,-0.0657437748187121,,0.058894936461293595,0.1,535.998314,0.0,True,False,False,144.0,2233.937152,13.0,2233.937152,65.0,2233.937152,46.0,2233.937152,41.0,0.0,0.514,0.5020325203252033,0.81,0.5195771794149089,11
Aquila Chrysaetos,0x50e2fe552727a4b8692c192b4f96d1a6b0d44394,0x58206237b3fcfcbb4c9b60317cf652a29089f224,73149.696893,-0.0119422949674512,,2025-08-04T05:38:48.164000+00:00,False,False,273.194039,927.207783,-894.277071,11570.506893,-2355.9336189999995,2657.136869964387,49,0.9563612679114198,0.0096613113330438,0.0,0.0260529743812418,0.7865827181936604,0.8751628310898828,0.5427160225792445,0.0,0.4737459538941302,25,2026-03-11T07:32:53.868260+00:00,Aquila Chrysaetos,0x58206237b3fcfcbb4c9b60317cf652a29089f224,-0.011581733375772889,,0.168563776358792,0.1,64680.696893,0.0,True,False,False,25.0,73176.696893,13.0,73176.696893,65.0,73176.696893,46.0,73176.696893,41.0,0.0,0.514,0.5020325203252033,0.81,0.512571741843362,12
DH-Funding Rate,0xa6b72ea0ef4542d520aa78f8d749ab4f2714b63d,0x725afdd376503910e004733fca22b7505c445c03,9746.614033,-0.0116813061888084,,2025-05-23T12:53:01.585000+00:00,False,False,-108.695755,-69.427402,-122.378297,4408.584033,-1822.684187,1085.083682879164,47,0.956252713851498,0.0255102040816326,0.0,0.0412505427702996,0.7662831089882761,0.8028658271819366,0.9681393834129396,0.0,0.5194200746062448,8,2026-03-11T07:32:53.868260+00:00,DH-Funding Rate,0x725afdd376503910e004733fca22b7505c445c03,-0.013502588722003155,,0.9633274945527408,0.1,6859.697035,0.0,True,False,False,72.0,9727.533508,13.0,9727.533508,62.0,9727.533508,44.0,9727.533508,50.0,0.0,0.514,0.5020325203252033,0.446,0.5104273323774479,13
Sentiment Edge ,0xb7e7d0fdeff5473ed6ef8d3a762d096a040dbb18,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,165749.670452,-0.0271050008580631,,2025-02-20T07:31:56.707000+00:00,False,False,122.12274,522.612309,-4836.040952,46184.910452,-33191.736496000005,18015.168562505227,48,0.9641771602257924,0.0060790273556231,0.0,0.0130264871906209,0.948762483716891,0.9623317412071212,0.8256079027355623,0.0,0.5340156613902814,4,2026-03-11T07:32:53.868260+00:00,Sentiment Edge ,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,-0.027677642767857825,,0.16048971737585216,0.1,7091.919364,0.0,True,False,False,14.0,165647.500386,13.0,165647.500386,62.0,165647.500386,44.0,165647.500386,60.0,0.0,0.514,0.5020325203252033,0.302,0.5069740224654753,14
Flagship by Fire Labs,0x632df0dbe24f3dac3e1c4e0596c96a0adc3ba86a,0x1d4b30ea0a731e092a8cb0079666bf1edfbc5f58,17679.115834,-0.0084966866822387,,2025-05-08T12:59:32.078000+00:00,False,False,-151.501166,-151.501166,-151.501166,2764.555834,-49531.619175,32203.3217184901,49,0.9540816326530612,0.0192140686061658,0.0,0.0508033000434216,0.9602692140686062,0.975466782457664,0.5427160225792445,0.0,0.5136099652627009,10,2026-03-11T07:32:53.868260+00:00,Flagship by Fire Labs,0x1d4b30ea0a731e092a8cb0079666bf1edfbc5f58,-0.008498693343029015,,0.5608331663096796,0.1,17500.773909,0.0,True,False,False,18.0,17679.080054,13.0,17679.080054,66.0,17679.080054,47.0,17679.080054,51.0,0.0,0.514,0.5020325203252033,0.416,0.5030697503697898,15
AceVault Hyper01,0x9e02aca9865e1859bb7865f6f64801e804a173df,0x36752718b4f769a6cfd6f552818f5911c8b649da,326700.672112,-0.0153358918014633,,2025-08-18T09:11:51.548000+00:00,False,False,-456.96304,18492.822462,-8180.746198,919985.082112,-550103.686604,371799.1989995219,51,0.9582066869300911,0.0045592705167173,0.0,0.0014112027789839,0.993812418584455,0.997286148501954,0.0585649153278332,0.0,0.4518649094067026,38,2026-03-11T07:32:53.868260+00:00,AceVault Hyper01,0x36752718b4f769a6cfd6f552818f5911c8b649da,-0.016578063156846682,,0.12290938573994643,0.1,202593.657293,0.0,True,False,False,206.0,326038.05081,16.0,326038.05081,58.0,326038.05081,44.0,326038.05081,39.0,0.0,0.514,0.5020325203252033,0.878,0.5029609584777912,16
Overdose,0xe67dbf2d051106b42104c1a6631af5e5a458b682,0xdeb7582b362a752970fbd2507d0fb5dd27ed379a,470151.032289,-0.0821658508594442,,2025-12-07T17:01:50.504000+00:00,False,False,-4579.453387,-4259.470086,-47502.811532,147216.172289,-75715.57276099999,53959.018666620424,50,0.9790490664350848,0.0040165002171081,0.0,0.0056448111159357,0.9711246200607904,0.9839339991315676,0.2379504993486756,0.0,0.4735300793431493,26,2026-03-11T07:32:53.868260+00:00,Overdose,0xdeb7582b362a752970fbd2507d0fb5dd27ed379a,-0.08117579420673236,,0.19193598695504968,0.1,373157.416973,0.0,True,False,False,106.0,470723.416973,13.0,470723.416973,60.0,470723.416973,46.0,470723.416973,43.0,0.0,0.514,0.5020325203252033,0.714,0.5028098359301262,17
[ Broadcraft Capital ] Stormcrest,0x079ac616a319dbcdec9a3b99dcde0242cf5f4ffe,0xe78e0092262c2b443faff2d4412d85268644265c,1262.04928,-0.0337146978290608,,2025-11-25T13:14:18.557000+00:00,False,False,1.157381,-20.357718,-76.121405,112.69928,-87.45648,78.20674755819398,49,0.9663482414242291,0.058727746417716,0.0,0.1334129396439426,0.4542987407729049,0.5149804602692141,0.5427160225792445,0.0,0.4323967256148107,52,2026-03-11T07:32:53.868260+00:00,[ Broadcraft Capital ] Stormcrest,0xe78e0092262c2b443faff2d4412d85268644265c,-0.03324570589495637,,0.8936520733240514,0.1,1046.305843,0.0,True,False,False,222.0,1263.108175,13.0,1263.108175,64.0,1263.108175,45.0,1263.108175,32.0,0.0,0.514,0.5020325203252033,0.992,0.49975982063387225,18
Neucap Asymmetry Strategy I,0x632e2c22dd4fb62779871135491eb537e5698672,0x52f4127f039a06be0c66b7304aa72d0f58d18edc,2190.849536,-0.0428939703451916,,2025-09-11T08:37:25.795000+00:00,False,False,0.0,10.005627,-124.225441,243.889536,-278.984061,136.3239508564941,49,0.96993052540165,0.0492835432045158,0.0,0.1110508033000434,0.5809813287016934,0.5781589231437255,0.5427160225792445,0.0,0.4492152034895196,39,2026-03-11T07:32:53.868260+00:00,Neucap Asymmetry Strategy I,0x52f4127f039a06be0c66b7304aa72d0f58d18edc,-0.04289397034519167,,0.6342729757308353,0.1,690.895186,0.0,True,False,False,191.0,2190.849536,13.0,2190.849536,66.0,2190.849536,46.0,2190.849536,40.0,0.0,0.514,0.5020325203252033,0.848,0.4979736790399039,19
+convexity,0x5661a070eb13c7c55ac3210b2447d4bea426cbf5,0xc6fd7c7bc701c802cf2e75fa19cacd5e4c55af9c,489623.268147,-0.014879908902196,,2025-08-23T17:40:23.330000+00:00,False,False,-52.636356,-2644.036291,-7481.443984,61364.798147,-38513.833269,23545.07409773912,50,0.9578810247503255,0.0037993920972644,0.0,0.0097698653929656,0.9542987407729048,0.9689535388623536,0.2379504993486756,0.0,0.4659559665258753,29,2026-03-11T07:32:53.868260+00:00,+convexity,0xc6fd7c7bc701c802cf2e75fa19cacd5e4c55af9c,-0.015276843562615683,,0.45587710699732165,0.1,482769.091437,0.0,True,False,False,10.0,489423.694047,13.0,489423.694047,63.0,489423.694047,46.0,489423.694047,43.0,0.0,0.514,0.5020325203252033,0.714,0.49712925131717073,20
Loop Fund,0xfeab64de8cdf9dcebc0f49812499e396273efc06,0x10cd85d0257e666fa74de7c03965a6ec9383e171,66272.743704,-0.072139866388238,,2025-05-08T01:42:07.011000+00:00,False,False,578.569525,7465.237163,-12994.284954,74851.873704,-36529.508160000005,15167.859452199167,49,0.9773122014763352,0.0104211897524967,0.0,0.0089014329135909,0.95223621363439,0.9565783760312636,0.5427160225792445,0.0,0.5047554079658942,12,2026-03-11T07:32:53.868260+00:00,Loop Fund,0x10cd85d0257e666fa74de7c03965a6ec9383e171,-0.07237303615471866,,0.9854646243457221,0.1,59298.543704,0.0,True,False,False,105.0,66230.743704,13.0,66230.743704,63.0,66230.743704,45.0,66230.743704,53.0,0.0,0.514,0.5020325203252033,0.368,0.4916288323971849,21
Symphony,0x9114a5161f18739ced233190861ea275c8b3a99b,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,303768.233946,-0.0252736174581876,,2025-08-30T21:23:59.954000+00:00,False,False,66.282672,1248.41996,-10334.349667,56833.503946,-44207.599024,21946.183844990657,51,0.963200173686496,0.0049934867564046,0.0,0.0107468519322622,0.957663916630482,0.967216673903604,0.0585649153278332,0.0,0.447547418387084,41,2026-03-11T07:32:53.868260+00:00,Symphony,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,-0.025686660391259476,,0.6343149658775983,0.1,11597.711855,0.0,True,False,False,36.0,303599.341222,14.0,303599.341222,67.0,303599.341222,48.0,303599.341222,42.0,0.0,0.514,0.5020325203252033,0.774,0.48932284021307726,22
ImpulseX,0x2e161982d86fffe2f7820c4f421217a82f923347,0xf1814754c750d9c5658a218af1a09032943cc41b,44678.040485,-0.0209460807614406,,2025-11-30T19:09:53.439000+00:00,False,False,0.0,-163.045183,-957.945673,986.730485,-2238.373729,1387.3493682532664,50,0.9607034303082936,0.0130264871906209,0.0,0.0715371254884932,0.7831089882761615,0.824468085106383,0.2379504993486756,0.0,0.446043697943394,43,2026-03-11T07:32:53.868260+00:00,ImpulseX,0xf1814754c750d9c5658a218af1a09032943cc41b,-0.020946080761440635,,0.051189500666520595,0.1,42724.514885,0.0,False,True,False,157.0,44678.040485,13.0,44678.040485,65.0,44678.040485,46.0,44678.040485,42.0,0.0,0.514,0.5020325203252033,0.774,0.48819504988030976,23
OnDitMerciQui?,0x057236927e2e2c8b3cd595746a051687ba40d1cc,0x671ac0f3cd0f450b12c50c5b0891dbc4dac80d73,1222.449145,-0.1011571541555763,,2024-12-11T20:50:12.812000+00:00,False,False,-11.920011,64.175327,-137.576304,176.209145,-2424.50729,743.8513093379752,48,0.9813287016934432,0.0589448545375597,0.0,0.1204950065132436,0.7891880156317846,0.7674772036474165,0.8256079027355623,0.0,0.5336776635218885,5,2026-03-11T07:32:53.868260+00:00,OnDitMerciQui?,0x671ac0f3cd0f450b12c50c5b0891dbc4dac80d73,-0.10610559096971721,,0.9952268223330353,0.1,917.158145,0.0,True,False,False,13.0,1215.719145,13.0,1215.719145,64.0,1215.719145,45.0,1215.719145,71.0,0.0,0.514,0.5020325203252033,0.1,0.4865205240641806,24
TEA,0x208268096df2e76df84d50f5c4bf4d61d9c190d4,0x1efe48f58369bca173ab830ba3ad880c4bf5dce2,22126.941474,-0.0239928271213046,,2025-10-13T03:03:21.073000+00:00,False,False,87.014486,-51.88475,-543.938504,3124.411474,-2824.634653,1418.2344225610273,51,0.9622231871471992,0.0173686495874945,0.0,0.0486322188449848,0.8005861919235779,0.8266391663048198,0.0585649153278332,0.0,0.4242675068093001,57,2026-03-11T07:32:53.868260+00:00,TEA,0x1efe48f58369bca173ab830ba3ad880c4bf5dce2,-0.023661867537588352,,0.47733961973780736,0.1,20471.317347,0.0,True,False,False,247.0,22134.444619,13.0,22134.444619,65.0,22134.444619,46.0,22134.444619,37.0,0.0,0.514,0.5020325203252033,0.906,0.4850629065297393,25
22Cap,0xba939edf38c0ae0cc689c98b492e0535f43e4550,0xa7fd61557cd0a61073566766839d5f851a8e92ef,128812.18401,-0.0153329994596209,,2023-11-25T13:38:05.023000+00:00,False,False,271.386785,1911.032424,-2146.939051,56023.26401,-10344.546834000008,6803.121787051459,48,0.9580981328701692,0.007490230134607,0.0,0.0111810681719496,0.8970907511940946,0.9246634824142425,0.8256079027355623,0.0,0.5220327734575455,7,2026-03-11T07:32:53.868260+00:00,22Cap,0xa7fd61557cd0a61073566766839d5f851a8e92ef,-0.015390133822899613,,0.6978721889279592,0.1,106982.117344,0.0,True,False,False,16.0,128804.18401,13.0,128804.18401,61.0,128804.18401,44.0,128804.18401,66.0,0.0,0.514,0.5020325203252033,0.172,0.4849868565159234,26
Orange Coin Green PNL,0x58428d381ee757303234b75545b3fddd6884de0f,0x116666178bd6cb3b27a47760fa36e564fb37b95d,2935.209946,-0.0707235755774164,,2025-05-27T17:26:07.195000+00:00,False,False,-99.187472,-5.709424,-486.103157,833.969946,-409.886024,334.901997999046,48,0.9770950933564916,0.0437472861485019,0.0,0.0754450716456795,0.6169127225358229,0.6880156317846288,0.8256079027355623,0.0,0.4886524000315794,18,2026-03-11T07:32:53.868260+00:00,Orange Coin Green PNL,0x116666178bd6cb3b27a47760fa36e564fb37b95d,-0.07072357557741646,,0.9981787856829434,0.1,2835.027492,0.0,True,False,False,20.0,2935.209946,13.0,2935.209946,65.0,2935.209946,46.0,2935.209946,51.0,0.0,0.514,0.5020325203252033,0.416,0.4843515764464488,27
Helix,0xfbf69b8f75594e30e604c5ba81bd3ad568ba7622,0xae8065fa24bc0c5cddd7afaf2d01c1f5951a34ae,5093.468433,-0.0522862232297834,,2025-10-11T23:01:48.615000+00:00,False,False,-112.332669,-86.096185,-385.285351,1590.588433,-594.642603,417.20776171527046,50,0.9728614850195396,0.0345201910551454,0.0,0.0606817194963091,0.6538211029092488,0.7133087277464177,0.2379504993486756,0.0,0.4230006315872577,59,2026-03-11T07:32:53.868260+00:00,Helix,0xae8065fa24bc0c5cddd7afaf2d01c1f5951a34ae,-0.051207210597143775,,0.9648440987328398,0.1,963.343835,0.0,True,False,False,39.0,5101.419433,13.0,5101.419433,64.0,5101.419433,45.0,5101.419433,37.0,0.0,0.514,0.5020325203252033,0.906,0.48411275011320754,28
ASTEROID,0x9a28b01435ca5c4b39a79ae2c27fce01292a7f39,0xceec9c279d4f79e1b43cb23014e17a8c34e6793a,366439.486291,-0.0053165633210884,,2025-10-07T13:59:47.135000+00:00,False,False,-57.065208,-318.55476,-1972.737797,25888.616291,-7160.324836,4980.836747614272,54,0.952127659574468,0.0044507164567954,0.0,0.0179114198871037,0.8727746417716022,0.9114198871037776,0.0020625271385149,0.0,0.423479256306004,58,2026-03-11T07:32:53.868260+00:00,ASTEROID,0xceec9c279d4f79e1b43cb23014e17a8c34e6793a,-0.005639478323112017,,0.11265633613601136,0.1,317726.748444,0.0,True,False,False,243.0,366319.667041,13.0,366319.667041,67.0,366319.667041,49.0,366319.667041,39.0,0.0,0.514,0.5020325203252033,0.878,0.48167171865226727,29
UpDown Fund,0xa5b1bf0579eb8463be37f5496e3e8878a63c5da2,0x6eefbfb09cdc6d0e44130b6ee355c61352b5ac96,2676.246347,-0.0213332975341044,,2025-05-20T15:52:34.183000+00:00,False,False,1.295133,-27.066358,-58.337695,547.416347,-128.058405,154.80321596612,47,0.9608119843682154,0.0449413808076422,0.0,0.0868432479374728,0.5080330004342163,0.5963960052105949,0.9681393834129396,0.0,0.4808069020645009,23,2026-03-11T07:32:53.868260+00:00,UpDown Fund,0x6eefbfb09cdc6d0e44130b6ee355c61352b5ac96,-0.02187892055284655,,0.9425243081465242,0.1,2496.574612,0.0,True,False,False,24.0,2674.754295,13.0,2674.754295,60.0,2674.754295,44.0,2674.754295,51.0,0.0,0.514,0.5020325203252033,0.416,0.4784674529711399,30
PricingActionExecise,0x12df3ea02344a394cfc50221ea452e1b3bf8fee5,0x46a528e63356db1046824782fbbcf3c9c784388c,1116.343222,-0.0468941049519817,,2025-12-05T03:51:06.597000+00:00,False,False,1.68183,-17.2606,-204.880028,377.613222,-263.360872,126.8736650447766,49,0.971341728180634,0.0606817194963091,0.0,0.0978072079895788,0.5763135041250543,0.5692574902301346,0.5427160225792445,0.0,0.4474117258121817,42,2026-03-11T07:32:53.868260+00:00,PricingActionExecise,0x46a528e63356db1046824782fbbcf3c9c784388c,-0.04693207891772321,,0.9999999984914029,0.1,953.821686,0.0,True,True,False,48.0,1116.177314,13.0,1116.177314,64.0,1116.177314,45.0,1116.177314,44.0,0.0,0.514,0.5020325203252033,0.65,0.4768210707819005,31
Pew pew,0xd5ba7b812a861811f9b1aaac3c9cb4134e9ec6ae,0xd9c2eb244530bc6387b8434417d4e4c5a5d10672,2541.362118,-0.0228259638216339,,2025-10-23T13:48:18.405000+00:00,False,False,-21.569973,-131.999428,-61.629687,1367.882118,-297.64332,252.0733015685056,50,0.96168041684759,0.0462440295267043,0.0,0.0642640034737299,0.5871689101172384,0.6538211029092488,0.2379504993486756,0.0,0.4091747917735759,61,2026-03-11T07:32:53.868260+00:00,Pew pew,0xd9c2eb244530bc6387b8434417d4e4c5a5d10672,-0.02222966350693611,,0.2735748156179085,0.1,2177.441396,0.0,True,False,False,17.0,2542.972118,13.0,2542.972118,63.0,2542.972118,45.0,2542.972118,35.0,0.0,0.514,0.5020325203252033,0.936,0.47674337025294616,32
AILAB TEST URTRA',0x21edf2d791f626ee69352120e7f6e2fbb0f48cf1,0x4692441b5a9e26a690eea6d2f36139679add737b,416411.489121,-0.0017691216234239,,2026-01-13T07:04:50.419000+00:00,False,False,554.486994,8244.993408,-749.298793,35631.539121,-16802.559705,12134.009515141515,51,0.9488710377768128,0.0041250542770299,0.0,0.0155232305688232,0.9202127659574468,0.9485453755970472,0.0585649153278332,0.0,0.4383943374254924,48,2026-03-11T07:32:53.868260+00:00,AILAB TEST URTRA',0x4692441b5a9e26a690eea6d2f36139679add737b,-0.0017902730659654395,,0.7301316137014426,0.1,349547.180623,0.0,True,False,False,249.0,416402.530579,14.0,416402.530579,63.0,416402.530579,46.0,416402.530579,43.0,0.0,0.514,0.5020325203252033,0.714,0.47645802949188354,33
TB10 (Top and Bottom 10),0xd8bc568c79e9a75563910e82e528596b49065cc9,0x865bde7ec5b0bbb0096ffa1b2fc3e955d8bc7e4b,5591.637557,-0.0432580089029313,,2025-02-24T20:23:24.314000+00:00,False,False,39.387522,242.228412,-367.630257,178.227557,-258.510967,126.54688449916844,47,0.9702561875814156,0.0337603126356925,0.0,0.120169344333478,0.5745766391663049,0.569040382110291,0.9681393834129396,0.0,0.4948276457584968,17,2026-03-11T07:32:53.868260+00:00,TB10 (Top and Bottom 10),0x865bde7ec5b0bbb0096ffa1b2fc3e955d8bc7e4b,-0.043365541392010806,,0.25069385102226865,0.1,2520.23864,0.0,True,False,False,186.0,5590.723687,13.0,5590.723687,61.0,5590.723687,45.0,5590.723687,61.0,0.0,0.514,0.5020325203252033,0.29,0.4763830107416368,34
