name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs,withdrawable_ratio,score_commission,score_withdrawable,score_av_depth,extended_score,extended_rank
Jaguar,0x0bc24fe0f4f57f285af740b1f7cb054f5d0ea585,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,2010.101385,0.06060831,,2026-02-28T03:34:32.718000+00:00,False,False,0.371585,7.335961,10.101385,10.101385,-13.84015,6.526920585095367,51,0.0353886235345201,0.0512375162831089,0.0,0.1935518888406426,0.3536691272253582,0.2640034737299175,0.0585649153278332,0.0,0.1413953637547862,241,2026-03-11T07:32:53.868260+00:00,Jaguar,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,0.05987175,,1.0,0.1,1085.443202,0.0,True,False,False,14.0,2009.978625,12.0,2009.978625,63.0,2009.978625,26.0,2009.978625,45.0,0.0,0.514,0.5020325203252033,0.606,0.2429087992388539,236
Systematic MR - Perp Futures,0xacdd7f82fd113905f0549c5013be52fa1baef6b3,0xa50425b24ca32d61f840f425595a9651c3d177d6,1009.271374,0.111256488,,2026-02-25T00:11:43.288000+00:00,False,False,-0.041487,2.104734,9.271374,9.271374,-9.143702,3.2768236616565636,51,0.0328918801563178,0.0629613547546678,0.0,0.1944203213200173,0.3444420321320017,0.2331741207121146,0.0585649153278332,0.0,0.1393624422689772,244,2026-03-11T07:32:53.868260+00:00,Systematic MR - Perp Futures,0xa50425b24ca32d61f840f425595a9651c3d177d6,0.10494784800000001,,1.0,0.1,908.745654,0.0,True,True,False,216.0,1008.745654,13.0,1008.745654,61.0,1008.745654,28.0,1008.745654,45.0,0.0,0.514,0.5020325203252033,0.606,0.24138410812449712,237
Morph,0x8a6594bfeff2573e09d7a73ded98b688a819b300,0x00000000002f3d928030df28cb15b27b56888b9b,1121.875326,0.23863992,,2026-03-04T03:47:05.047000+00:00,False,False,0.0,21.875326,21.875326,21.875326,-10.716647,7.961519778541954,49,0.0269214068606165,0.0603560573165436,0.0,0.176183239253148,0.3475900998697351,0.2746417716022579,0.5427160225792445,0.0,0.1925440630797773,206,2026-03-11T07:32:53.868260+00:00,Morph,0x00000000002f3d928030df28cb15b27b56888b9b,0.23863992,,1.0,0.1,1021.875326,0.0,True,False,False,18.0,1121.875326,12.0,1121.875326,66.0,1121.875326,22.0,1121.875326,67.0,0.0,0.514,0.5020325203252033,0.16,0.23667032373259722,238
HLP Liquidator 3,0x5e177e5e39c0f4e421f5865a6d8beed8d921cb70,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,1000000.0,5.747878547326295e-05,,2025-11-15T08:23:32.608000+00:00,False,False,0.0,0.0,4.79,750432.85,0.0,196637.80187972583,50,0.0422275293095961,0.0025510204081632,0.0,0.0016283108988276,0.0877116804168475,0.993920972644377,0.2379504993486756,0.0,0.1398460012631745,243,2026-03-11T07:32:53.868260+00:00,HLP Liquidator 3,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,5.747878547326295e-05,,1.0000000000000002,0.0,999900.0,0.0,True,False,False,187.0,1000000.0,13.0,1000000.0,65.0,1000000.0,46.0,1000000.0,34.0,0.0,0.014,0.5020325203252033,0.954,0.23654677737014512,239
BitRocket,0xa415c4ded17cac76a1d81a54d9f4aeb48ffd4dd0,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,12708.831019,0.3721294705765769,,2025-03-16T06:12:24.061000+00:00,False,False,6.671321,75.290463,382.256795,1522.181019,-249.4628839999998,238.31085887893823,51,0.0221450282240555,0.0231220147633521,0.0,0.0623100303951367,0.5704515848892748,0.6465479808944855,0.0585649153278332,0.0,0.167144880195792,221,2026-03-11T07:32:53.868260+00:00,BitRocket,0xf9f9ae20f5206f7abb7d3aff5a2907543d1ceb14,0.3633801978232423,,0.06008158277734025,0.1,7862.222387,0.0,True,True,False,181.0,12699.843639,14.0,12699.843639,62.0,12699.843639,44.0,12699.843639,57.0,0.0,0.514,0.5020325203252033,0.336,0.23522093656960824,240
Hyperliquid Banana,0x8e72bb69abd6f0cf7907fac5ad6fb3f66870e0c6,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,4636.459141,0.2727768402356615,,2026-01-04T12:14:06.384000+00:00,False,False,4.152229,35.412209,127.64266,1542.899141,0.0,387.2045819829123,50,0.0255102040816326,0.0365827181936604,0.0,0.0618758141554494,0.0877116804168475,0.7045158488927485,0.2379504993486756,0.0,0.1303906959302096,248,2026-03-11T07:32:53.868260+00:00,Hyperliquid Banana,0xc774df28c4e5977ee6841c7fdd14287f8c3a45ac,0.2712347771029624,,0.9782616869387362,0.1,4516.669364,0.0,True,False,False,24.0,4635.737551,13.0,4635.737551,67.0,4635.737551,48.0,4635.737551,45.0,0.0,0.514,0.5020325203252033,0.606,0.23465529837042143,241
Bunny,0x5ce0ce4387679de0335a3e8a1c9a7abb4f150a71,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,2224.810099,1.348927338636693,,2026-02-27T01:09:54.907000+00:00,False,False,41.58281,144.354214,224.820099,224.820099,-56.955825999999995,49.22457804490696,53,0.0086843247937472,0.049174989144594,0.0,0.1137646547980894,0.4177160225792444,0.4641771602257924,0.003365175857577,0.0,0.1374294398610508,245,2026-03-11T07:32:53.868260+00:00,Bunny,0x51a8f30ac5b08a8ebf4ccb702a7df102a4e56439,1.3458741033705166,,1.0,0.1,1199.312218,0.0,True,False,False,13.0,2224.301229,13.0,2224.301229,65.0,2224.301229,28.0,2224.301229,47.0,0.0,0.514,0.5020325203252033,0.52,0.23133435631855231,242
Goat Capital,0x07372a6543b694e3a77a6b03a2f7dc6e9d8493d8,0x6874e00d40dcd97f97e3dbb4aa374d411f7febf5,1016.4762,3.2471430000000003,,2026-03-05T22:27:04.708000+00:00,False,False,8.651976,216.4762,216.4762,216.4762,-94.924568,67.94586868230427,52,0.0029309596178897,0.0625271385149804,0.0,0.1149587494572297,0.4692792010421189,0.5006513243595311,0.0092813721233174,0.0,0.1501438341293964,235,2026-03-11T07:32:53.868260+00:00,Goat Capital,0x6874e00d40dcd97f97e3dbb4aa374d411f7febf5,3.4030383000000004,,1.0,0.1,809.727445,0.0,False,False,False,174.0,1026.86922,13.0,1026.86922,51.0,1026.86922,17.0,1026.86922,51.0,0.0,0.514,0.5020325203252033,0.416,0.23047015201981155,243
PF1,0xa1b6d8efbcb2fb750a84dbc05649fa4968034f04,0xb5e32ad7740f86346503352c53aabcb154cfa3f9,170295.764518,0.4930250999807296,,2025-06-12T22:25:27.564000+00:00,False,False,-173.624254,853.715936,6797.756456,52928.334518,0.0,4875.156841560469,50,0.0194311767260095,0.0059704732957012,0.0,0.0119409465914025,0.0877116804168475,0.9102257924446374,0.2379504993486756,0.0,0.130099573678601,249,2026-03-11T07:32:53.868260+00:00,PF1,0xb5e32ad7740f86346503352c53aabcb154cfa3f9,0.48708038271109433,,0.07089183086236393,0.1,119384.431623,0.0,False,False,False,12.0,170213.799644,13.0,170213.799644,62.0,170213.799644,44.0,170213.799644,47.0,0.0,0.514,0.5020325203252033,0.52,0.225836956681715,244
Gucky_2coin_1dot75x,0x3a6747c8e913085e243a2c22d188dafa8c6a612a,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,23604.261021,0.8865546449035058,,2025-02-20T16:54:10.215000+00:00,False,False,28.130457,308.761043,1623.899314,9000.681021,0.0,699.5025743695061,49,0.012917933130699,0.0169344333478072,0.0,0.0297438124185844,0.0877116804168475,0.7619409465914025,0.5427160225792445,0.0,0.1560600303951367,229,2026-03-11T07:32:53.868260+00:00,Gucky_2coin_1dot75x,0x146d21473dbd19fa18bd1b41aa4712ea2cd8a1de,0.8783516552346605,,0.050022771395147374,0.1,16572.842293,0.0,True,True,False,182.0,23589.235631,13.0,23589.235631,64.0,23589.235631,46.0,23589.235631,61.0,0.0,0.514,0.5020325203252033,0.29,0.22230729921911677,245
Artificial Intelligence 3 (AI),0x1b4692e3c84464744c61b5324fee361b5e5b3363,0x03857869c30382c19365e400d9d0c26b78436532,2149.636623,0.8978197379999998,,2026-03-04T22:10:42.264000+00:00,False,False,57.503405,149.636623,149.636623,149.636623,-63.556174,48.80816323967091,58,0.0127008250108554,0.0499348675640468,0.0,0.1253799392097264,0.4243378202344767,0.4638514980460269,0.0002171081198436,0.0,0.1416531796471006,239,2026-03-11T07:32:53.868260+00:00,Artificial Intelligence 3 (AI),0x03857869c30382c19365e400d9d0c26b78436532,0.8981266379999998,,1.0,0.1,1150.565465,0.0,True,False,False,36.0,2149.687773,13.0,2149.687773,59.0,2149.687773,19.0,2149.687773,59.0,0.0,0.514,0.5020325203252033,0.312,0.2137021611580897,246
[A] Downside,0x4af52283ea6de9236c47b28e5dbf156453df8efb,0x3ebbc3beb2a29a7d42d98d1c2d2d4f54b1699869,60511.347319,3.212993770482936,,2025-01-28T21:15:22.796000+00:00,False,False,62.051083,124.651677,12780.034286,35411.347319,0.0,6653.722236423166,50,0.0031480677377333,0.0108554059921841,0.0,0.0156317846287451,0.0877116804168475,0.9240121580547112,0.2379504993486756,0.0,0.1294901906604034,250,2026-03-11T07:32:53.868260+00:00,[A] Downside,0x3ebbc3beb2a29a7d42d98d1c2d2d4f54b1699869,3.212993770482936,,1.0,0.1,55208.672032,0.0,False,False,False,36.0,60511.347319,12.0,60511.347319,65.0,60511.347319,46.0,60511.347319,63.0,0.0,0.514,0.5020325203252033,0.246,0.1979799194180668,247
HindenShort v0.1,0x152a06f737861b04e99691bbadf6166d64acb921,0xf870446173fef740719e66102e710e30cad569af,6268.428064,0.2143960717069368,,2026-03-03T16:28:56.780000+00:00,False,False,12.835478,126.052357,110.028064,110.028064,-51.15339,24.26571971500572,52,0.0274641771602257,0.0318063395570994,0.0,0.1336300477637863,0.4102257924446374,0.3733174120712114,0.0092813721233174,0.0,0.1340506947459835,247,2026-03-11T07:32:53.868260+00:00,HindenShort v0.1,0xf870446173fef740719e66102e710e30cad569af,0.21801339633671082,,0.5738982975797959,0.1,2095.893132,0.0,True,False,False,153.0,6270.284475,14.0,6270.284475,64.0,6270.284475,24.0,6270.284475,69.0,0.0,0.514,0.5020325203252033,0.134,0.19020029748225184,248
Growi HF,0x1e37a337ed460039d1b15bd3bc489de789768d5e,0x7789450871fb1315fa982ccb8039cb34e8f2f60d,7384972.041329,0.4848037961327369,,2024-07-08T12:08:24.732000+00:00,False,False,11802.569823,60071.240558,286847.126983,1639039.201329,0.0,216893.6575021191,50,0.0195397307859313,0.000651324359531,0.0,0.0008684324793747,0.0877116804168475,0.994572297003908,0.2379504993486756,0.0,0.1341876208897485,246,2026-03-11T07:32:53.868260+00:00,Growi HF,0x7789450871fb1315fa982ccb8039cb34e8f2f60d,0.4685858612131877,,0.05605268529886925,0.1,7114116.952142,0.0,True,False,False,250.0,7375376.266555,39.0,7375376.266555,64.0,7375376.266555,47.0,7375376.266555,90.0,0.0,0.514,0.5020325203252033,0.042,0.18110299209007563,249
Hyperliquidity Provider (HLP),0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,0x677d831aef5328190852e24f13c46cac05f984e7,417437042.546045,0.0126513998270113,,2023-05-04T23:39:56.849000+00:00,False,False,33045.057577,170199.375706,322575.208023,138486201.154939,0.0,10912482.822422314,49,0.0408163265306122,0.0001085540599218,0.0,0.0001085540599218,0.0877116804168475,1.0,0.5427160225792445,0.0,0.1738653633600442,215,2026-03-11T07:32:53.868260+00:00,Hyperliquidity Provider (HLP),0x677d831aef5328190852e24f13c46cac05f984e7,0.012692255601433059,,0.0008622030392675064,0.0,140604311.419758,0.0,True,False,False,153.0,417438387.23345,60.0,417438387.23345,66.0,417438387.23345,45.0,417438387.23345,86.0,0.0,0.014,0.5020325203252033,0.048,0.1714612989427974,250
Hype U-Boat,0xccee00943de1dc5e9f80aad18d8a9fb6ff5b51b5,0xb402c5afb6fb2440b1db7ca129d1f57031d07b6c,1229.255581,0.1697428220211036,,2026-03-01T19:50:30.426000+00:00,False,False,1.738371,14.281624,17.145581,17.145581,-2.074331,1.96899504453636,51,0.0294181502388189,0.0588363004776378,0.0,0.1811767260095527,0.3160008684324794,0.2154798089448545,0.0585649153278332,0.0,0.129232374768089,251,2026-03-11T07:32:53.868260+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.09692428107606674,251
Dinoshi,0x364cc6835bf27c197a258d002e1cea8ffdcd5b4e,0x37f76af261a396fac7691003944751fbcf224d0d,8668.826397,0.5637744692825819,,2026-03-04T08:41:50.691000+00:00,False,False,-12.21152,388.996397,388.996397,388.996397,-26.423782000000017,53.40469306763305,52,0.0182370820668693,0.0272470690403821,0.0,0.0970473295701259,0.3791793313069909,0.4745983499782892,0.0092813721233174,0.0,0.1276805451387518,252,2026-03-11T07:32:53.868260+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.09576040885406384,252
$🏧| ATM |🏧$,0xb1688bcae7de088fe9f2ef1d1f79e681fc0443ed,0x3e068eaeb971cc6b21b6b21a514c3423b93747d1,17022.249502,1.4358439716188975,,2025-12-31T03:47:04.393000+00:00,False,False,183.024086,1023.592214,1819.111206,1928.299502,-0.2899999999999636,180.79485991291844,51,0.0079244463742944,0.0194311767260095,0.0,0.0568823273990447,0.3030829353017802,0.6146330872774641,0.0585649153278332,0.0,0.1225637014960723,253,2026-03-11T07:32:53.868260+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.09192277612205423,253
HLP Strategy X,0x469f690213c467c39a23efacfd2816896009d7d8,0xdfc24b077bc1425ad1dea75bcb6f8158e10df303,1002210.541141,0.0010913984876735,,2025-12-20T08:57:02.171000+00:00,False,False,2.72622,19.495072,91.142633,189.601141,0.0,18.61091274085258,50,0.0415762049500651,0.0022796352583586,0.0,0.1185410334346504,0.0877116804168475,0.3393399913156752,0.2379504993486756,0.0,0.1067061737654442,254,2026-03-11T07:32:53.868260+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.08002963032408314,254
Cold Process,0xc3b1bf1f1e6fb8161ef4dc2f34e2c56f70b94b11,0xfca598f25c38f1836daf58104e4255d786b1c53d,2087.234304,1.0259830353931645,,2026-02-02T10:24:23.804000+00:00,False,False,2.363993,38.190873,164.399645,315.464304,0.0,40.92733164001563,51,0.0119409465914025,0.0503690838037342,0.0,0.1047546678245766,0.0877116804168475,0.4427920104211897,0.0585649153278332,0.0,0.0956941045276911,255,2026-03-11T07:32:53.868260+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.07177057839576832,255
