leader_detail,fill_count,active_day_count,active_span_days,symbol_count,buy_like_count,sell_like_count,close_count,buy_sell_ratio,avg_abs_fill_size,sum_closed_pnl,positive_close_ratio,first_fill_ts,last_fill_ts
0x1404109f8cd4a79a0447365edbb7a13acd0b2f27,2000,97.0,129.0,14.0,1836.0,164.0,617.0,11.133333333333333,43.402348393109,23095.89580885,0.298,2025-10-31T18:36:12.048000+00:00,2026-03-08T03:44:09.904000+00:00
0xdaffbc69a0be655469257b43e1ceffb5eab920c0,0,,,,,,,,,,,,
0xe82d515dbee8d14149a55086318f339d449482f7,0,,,,,,,,,,,,
0x417e8accdf7707af31c581d0325382580ad58dbd,524,63.0,342.0,28.0,470.0,49.0,144.0,9.42,3370.6292486580155,9620.42810108,0.10114503816793893,2025-03-29T09:44:48.800000+00:00,2026-03-05T16:15:10.182000+00:00
0x76184c92c5e17122a496fe1799adc77f4139c96e,986,22.0,433.0,3.0,936.0,49.0,395.0,18.74,1077.7109761156187,76549.01907505999,0.24543610547667344,2024-12-24T15:48:53.101000+00:00,2026-03-01T16:47:24.094000+00:00
0x8027686e6e4b4e36da38ce6d89a35d634fb031e3,2,2.0,2.0,2.0,0.0,0.0,0.0,1.0,45.198609145,0.0,0.0,2024-07-24T00:00:00.121000+00:00,2024-07-25T00:00:00.023000+00:00
0x1f224d73419f2d63022545c127b3a65c31a2cc39,180,33.0,683.0,10.0,133.0,38.0,45.0,3.4358974358974357,512.020759529615,6163.61709501,0.14444444444444443,2024-04-19T03:58:17.635000+00:00,2026-03-02T00:46:27.476000+00:00
0x19d4dc60d8f726e1c7eb513a82f631694c4437c8,194,21.0,103.0,10.0,4.0,190.0,71.0,0.02617801047120419,754.040255257732,-1168.7104449800001,0.20618556701030927,2025-11-19T07:00:48.885000+00:00,2026-03-01T01:53:53.203000+00:00
0x67ecb94f32c61ae197fa6915276c723a89bf3ac3,0,,,,,,,,,,,,
0xb1006427288a339ae6d678bef5cb2cb82e31f7d7,210,63.0,91.0,20.0,141.0,69.0,98.0,2.0285714285714285,1337.7502814285715,-91.754281,0.13333333333333333,2025-05-24T09:59:46.462000+00:00,2025-08-22T16:33:46.199000+00:00
0xef87f42eec6a0de629d5e2d7d740cfa115c1008e,2000,75.0,281.0,35.0,1867.0,130.0,1029.0,14.259541984732824,582.991785452309,711.07419667,0.239,2025-05-11T10:30:30.979000+00:00,2026-02-15T08:14:08.500000+00:00
0x69443708e5135532d435b7d1a3b7e6bdc481a800,2000,18.0,29.0,10.0,1971.0,29.0,1235.0,65.73333333333333,156.47262593000002,1752.075132,0.5455,2026-02-05T15:21:39.450000+00:00,2026-03-05T23:53:16.789000+00:00
0xf230daae38627c46367334a7494dc37861b4d3ef,2000,5.0,87.0,4.0,979.0,1177.0,954.0,0.831918505942275,314.97066295422513,-43.15536433,0.2525,2025-12-03T00:17:00.637000+00:00,2026-02-27T00:42:57.921000+00:00
