vault_address,name_detail,leader_detail,apr_detail,followers_detail,leader_fraction,leader_commission,max_distributable,max_withdrawable,allow_deposits,always_close_on_withdraw,is_closed_detail,description_len,av_day_last,av_day_obs,av_week_last,av_week_obs,av_month_last,av_month_obs,av_all_time_last,av_all_time_obs
0x8c7bd04cf8d00d68ce8bc7d2f3f02f98d16a5ab0,Archangel Quant Fund I,0xe2422bca1570e1b1c352164b0b41dae434035f6c,0.4472522978728166,,0.2968023843306973,0.1,215849.781284,0.0,False,False,False,81,222878.23295,13,222878.23295,61,222878.23295,45,222878.23295,38
0x07fd993f0fa3a185f7207adccd29f7a87404689d,[ Systemic Strategies ] L/S Grids,0x2b804617c6f63c040377e95bb276811747006f4b,0.00229894917174678,,0.2125194486452428,0.1,1625098.316941,0.0,True,False,False,188,3155654.880576,15,3155654.880576,60,3155654.880576,48,3155654.880576,62
0x6797832355ccd0fcf51c7aca312f291c0e5f7ebc,Lobo_SRF Copy Trading,0xb1006427288a339ae6d678bef5cb2cb82e31f7d7,0.9032603468267149,,0.9999999998605471,0.1,900.898409,0.0,True,False,False,92,1000.898409,13,1000.898409,62,1000.898409,44,1000.898409,41
0x9ce25db757351d29a1ee1ee34d73a263dcb33fbf,Robustos,0xe82d515dbee8d14149a55086318f339d449482f7,0.065061063536388,,0.08139931836912033,0.1,16365.557837,0.0,True,True,False,112,35450.894371,13,35450.894371,63,35450.894371,45,35450.894371,40
0xbe421ec5af0be9ea2b2a53b38a089ee352c9f325,Super Moon,0x25a5ededa518c9c5ac2d57ae5e0ed5a97973c625,0.36648251045186153,,0.07220049331379476,0.1,15011.83927,0.0,True,False,False,21,16396.871358,13,16396.871358,63,16396.871358,46,16396.871358,45
0x394c57ac43a9cbd5fffce1c7e681c650154a2b0b,L/S Momentum Strategy,0x8edc709600798d3a8d815c04161c4caaebd309b5,1.1440863640302985,,0.7914302217414543,0.1,4698.669984,0.0,True,False,False,232,17176.547281,13,17176.547281,65,17176.547281,47,17176.547281,37
0x115849ce84370f25cadcf0d348510d73837e1aa5,Orbit Value Strategies,0xf292b42e6167e0d591449ebd67d2e989a3479edf,0.6122994728894321,,0.05205810183723094,0.1,2709050.194812,0.0,True,False,False,53,2972522.304812,17,2972522.304812,63,2972522.304812,47,2972522.304812,43
0x04c8e82bbd0a33d3179e767c262223f50e74f7d2,Danny Ocean,0x6d6a4b953f202f8df5bed40692e7fd865318264a,0.916624271680931,,0.7985612823885853,0.1,18166.899749,0.0,False,False,False,14,19780.078722,13,19780.078722,65,19780.078722,46,19780.078722,53
0x77fee2df7bad4f1db93052fa82bf78eaab771a16,Realist Capital,0x288ed4efc8fbd1e42a06fe083ea942d20c90b336,1.6526136219824543,,0.970154811778981,0.1,49681.306135,0.0,True,False,False,32,49784.382468,14,49784.382468,60,49784.382468,45,49784.382468,58
0x23ac3677e37752cea9484ca0340632bf09c1f7d6,Milkyway,0xef87f42eec6a0de629d5e2d7d740cfa115c1008e,0.4212232698491134,,0.9999999999572016,0.1,4490.65921,0.0,False,False,False,73,5191.764534,13,5191.764534,66,5191.764534,47,5191.764534,40
0xc26aad50fc965758414715d28a05b0607db103e4,Hyper2,0x2827ed2c66452690038628423b462900e07fcfb7,0.3176404174338553,,1.0,0.1,3362.734166,0.0,True,False,False,13,3555.363494,13,3555.363494,64,3555.363494,46,3555.363494,43
0xc1d8b546b373a37c9903ccc673ee1b4c4a133ddb,Watchme Vault,0xe214d44dddc32c1a6fe6d930c66498a69d2eee70,2.8179428041777377,,0.24131539373321775,0.1,78.579704,0.0,True,False,False,21,3227.97348,13,3227.97348,64,3227.97348,46,3227.97348,47
