name,vault_address,leader,tvl,apr,followers,created_at,is_closed,raw_has_description,pnl_day_last,pnl_week_last,pnl_month_last,pnl_all_time_last,pnl_all_time_max_dd,pnl_all_time_stability,pnl_obs_count,score_apr,score_tvl,score_followers,score_pnl_all,score_drawdown,score_stability,score_data_quality,closed_penalty,composite_score,rank,snapshot_ts_utc
Jade Lotus Capital,0xbc5bf88fd012612ba92c5bd96e183955801b7fdc,0x10cd85d0257e666fa74de7c03965a6ec9383e171,319928.917685,-0.24894997654976134,,2025-05-26T09:04:28.497000+00:00,False,False,2627.600104,-9776.76098,-106046.593527,192080.157685,-116919.03553199998,69231.23383495612,46,0.9897959183673469,0.004884932696482849,0.0,0.004559270516717325,0.9797003907946157,0.9862136343899262,0.9984259661311333,0.0,0.5636977953657285,1,2026-03-11T07:32:53.868260+00:00
Equinox · Blackalgo,0x7048b287889c5913d59f812795d7fd5d724be77a,0x3db735d71673b3d57b34f55013b9b25e2d2dd9cf,1070486.70329,-0.043627250373508876,,2026-01-19T13:14:32.273000+00:00,False,False,879.903267,-61681.268523,-51458.854332,6131.87329,-82602.591011,42265.78515776358,48,0.9704732957012592,0.0020625271385149805,0.0,0.035497177594442035,0.9723187147199305,0.9799174989144595,0.8256079027355623,0.0,0.5445429380649746,2,2026-03-11T07:32:53.868260+00:00
C.A.T,0xdfb729b4b789de6d13d6ad7ac8e2750909360af9,0x0d60d47b1b995af2a0e98485a9413868ea7effd6,6902.536564,-0.20461837328477905,,2025-11-06T23:41:26.380000+00:00,False,False,-15.634921,-1141.181104,-1778.087416,101.386564,-3448.435608,1578.4045030738178,48,0.9881676074685193,0.029960920538428137,0.0,0.13601823708206687,0.8165436387320886,0.8368432479374729,0.8256079027355623,0.0,0.5428677515493625,3,2026-03-11T07:32:53.868260+00:00
Sentiment Edge ,0xb7e7d0fdeff5473ed6ef8d3a762d096a040dbb18,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,165749.670452,-0.027105000858063187,,2025-02-20T07:31:56.707000+00:00,False,False,122.12274,522.612309,-4836.040952,46184.910452,-33191.736496000005,18015.168562505227,48,0.9641771602257925,0.0060790273556231,0.0,0.013026487190620929,0.948762483716891,0.9623317412071212,0.8256079027355623,0.0,0.5340156613902814,4,2026-03-11T07:32:53.868260+00:00
OnDitMerciQui?,0x057236927e2e2c8b3cd595746a051687ba40d1cc,0x671ac0f3cd0f450b12c50c5b0891dbc4dac80d73,1222.449145,-0.10115715415557637,,2024-12-11T20:50:12.812000+00:00,False,False,-11.920011,64.175327,-137.576304,176.209145,-2424.50729,743.8513093379752,48,0.9813287016934433,0.0589448545375597,0.0,0.1204950065132436,0.7891880156317846,0.7674772036474165,0.8256079027355623,0.0,0.5336776635218885,5,2026-03-11T07:32:53.868260+00:00
BTC/ETH CTA | AIM,0xbeebbbe817a69d60dd62e0a942032bc5414dae1c,0x9660f151ffe595afc65e64d38a55285ed8fd2021,96289.184546,-0.08212631968004888,,2025-07-03T21:18:56.515000+00:00,False,False,3267.144861,-1254.9142,-8660.167169,77.754546,-21288.090941000002,9052.490502294731,49,0.9789405123751629,0.008792878853669127,0.0,0.14253148067737734,0.9310681719496309,0.9358445505861919,0.5427160225792445,0.0,0.5303914360715273,6,2026-03-11T07:32:53.868260+00:00
22Cap,0xba939edf38c0ae0cc689c98b492e0535f43e4550,0xa7fd61557cd0a61073566766839d5f851a8e92ef,128812.18401,-0.015332999459620956,,2023-11-25T13:38:05.023000+00:00,False,False,271.386785,1911.032424,-2146.939051,56023.26401,-10344.546834000008,6803.121787051459,48,0.9580981328701693,0.007490230134607034,0.0,0.01118106817194963,0.8970907511940946,0.9246634824142423,0.8256079027355623,0.0,0.5220327734575455,7,2026-03-11T07:32:53.868260+00:00
DH-Funding Rate,0xa6b72ea0ef4542d520aa78f8d749ab4f2714b63d,0x725afdd376503910e004733fca22b7505c445c03,9746.614033,-0.011681306188808447,,2025-05-23T12:53:01.585000+00:00,False,False,-108.695755,-69.427402,-122.378297,4408.584033,-1822.6841869999998,1085.083682879164,47,0.956252713851498,0.025510204081632654,0.0,0.04125054277029961,0.7662831089882761,0.8028658271819366,0.9681393834129396,0.0,0.5194200746062448,8,2026-03-11T07:32:53.868260+00:00
Storm,0xae08a2282d969bd0c4bf63a626ab8f8e6200022d,0x70e424703f5e8e7237ccdf04b4908379942b26a5,30789.172619,-0.02728160112235544,,2026-01-26T21:29:51.104000+00:00,False,False,-25.569177,389.212206,-863.536587,789.172619,-3024.417832,994.9112144849074,48,0.9642857142857143,0.015197568389057751,0.0,0.07653061224489796,0.8057967867998264,0.7946157186278767,0.8256079027355623,0.0,0.5155960111317255,9,2026-03-11T07:32:53.868260+00:00
Flagship by Fire Labs,0x632df0dbe24f3dac3e1c4e0596c96a0adc3ba86a,0x1d4b30ea0a731e092a8cb0079666bf1edfbc5f58,17679.115834,-0.00849668668223876,,2025-05-08T12:59:32.078000+00:00,False,False,-151.501166,-151.501166,-151.501166,2764.555834,-49531.619175,32203.3217184901,49,0.9540816326530612,0.019214068606165872,0.0,0.05080330004342162,0.9602692140686062,0.9754667824576639,0.5427160225792445,0.0,0.5136099652627009,10,2026-03-11T07:32:53.868260+00:00
Bitcoin Moving Average Long/Short,0xb1505ad1a4c7755e0eb236aa2f4327bfc3474768,0x1fa1b4c4cda61b3c1ce805ae82e64a90d8821d08,3385434.560423,-0.00638531627250806,,2025-10-02T01:22:00.214000+00:00,False,False,14922.858336,-136684.63415,-21766.573267,265341.550423,-360419.114677,231885.54080234712,49,0.952887537993921,0.0009769865392965696,0.0,0.00303951367781155,0.9915327833260964,0.995223621363439,0.5427160225792445,0.0,0.5048121521335807,11,2026-03-11T07:32:53.868260+00:00
Loop Fund,0xfeab64de8cdf9dcebc0f49812499e396273efc06,0x10cd85d0257e666fa74de7c03965a6ec9383e171,66272.743704,-0.07213986638823809,,2025-05-08T01:42:07.011000+00:00,False,False,578.569525,7465.237163,-12994.284954,74851.873704,-36529.508160000005,15167.859452199167,49,0.9773122014763352,0.010421189752496743,0.0,0.008901432913590968,0.9522362136343899,0.9565783760312636,0.5427160225792445,0.0,0.5047554079658942,12,2026-03-11T07:32:53.868260+00:00
Loong,0x3daa34fb415e55fc5091df17f5c88cd552f88e46,0x8923cdff38a43d1fd59d323c35b900047e431bac,2759.327921,-7.559710325207004e-07,,2024-01-29T06:16:12.037000+00:00,False,False,0.0,0.0,-0.002302,143741.877921,-25785.739115000004,37933.50217379778,49,0.9411636995223621,0.044507164567954845,0.0,0.005970473295701259,0.9377985236647851,0.9785062961354755,0.5427160225792445,0.0,0.5028705147436151,13,2026-03-11T07:32:53.868260+00:00
[ Sidelined ] Market Neutral 1,0xf4ab2cb15b7b3fa298555b801e9f5772ba8f8891,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,35192.671291,-0.002660387542107613,,2025-09-06T11:01:09.100000+00:00,False,False,50.378318,658.366005,-97.852149,4160.841291,-1787.8097070000003,1449.7069254604946,48,0.9497394702561875,0.014437689969604863,0.0,0.042770299609205385,0.7644376899696048,0.8290273556231003,0.8256079027355623,0.0,0.5019502723720048,14,2026-03-11T07:32:53.868260+00:00
Follow the Money,0x0405e04a717fae31cd3d19242976aa2ffe1ed791,0x00264c7bbfc77f571ae3ceda4f3ddd8ee58a1b7b,4267.916349,-0.03584873250421712,,2025-11-24T08:11:29.685000+00:00,False,False,-75.722356,-136.007281,-365.221058,472.616349,-819.4119599999999,412.90389389853783,48,0.9671081198436822,0.037993920972644375,0.0,0.09237950499348675,0.6867129830655666,0.7113547546678246,0.8256079027355623,0.0,0.5006944992697273,15,2026-03-11T07:32:53.868260+00:00
JizzJazz,0x82eba5dc675279cb5967952f0c4b5184505eb17c,0xe45e4fc1dbd8ab1c554c8a2bd7fa752d1e53bb35,143828.118202,-0.0036911303181276145,,2024-04-12T21:53:16.537000+00:00,False,False,-2115.222147,-3168.338049,-1333.146483,21697.148202,-34727.362197999995,14838.730334187561,49,0.9510421189752497,0.006838905775075988,0.0,0.019756838905775075,0.9507164567954841,0.9558184976118107,0.5427160225792445,0.0,0.5002430130659614,16,2026-03-11T07:32:53.868260+00:00
TB10 (Top and Bottom 10),0xd8bc568c79e9a75563910e82e528596b49065cc9,0x865bde7ec5b0bbb0096ffa1b2fc3e955d8bc7e4b,5591.637557,-0.04325800890293137,,2025-02-24T20:23:24.314000+00:00,False,False,39.387522,242.228412,-367.630257,178.227557,-258.510967,126.54688449916843,47,0.9702561875814155,0.033760312635692576,0.0,0.12016934433347808,0.5745766391663049,0.569040382110291,0.9681393834129396,0.0,0.49482764575849686,17,2026-03-11T07:32:53.868260+00:00
Orange Coin Green PNL,0x58428d381ee757303234b75545b3fddd6884de0f,0x116666178bd6cb3b27a47760fa36e564fb37b95d,2935.209946,-0.07072357557741646,,2025-05-27T17:26:07.195000+00:00,False,False,-99.187472,-5.709424,-486.103157,833.969946,-409.886024,334.901997999046,48,0.9770950933564916,0.04374728614850196,0.0,0.07544507164567955,0.6169127225358229,0.6880156317846288,0.8256079027355623,0.0,0.4886524000315794,18,2026-03-11T07:32:53.868260+00:00
Sentiment Edge,0x026a2e082a03200a00a97974b7bf7753ce33540f,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,109504.075472,-0.027903182361300894,,2025-01-31T16:05:08.305000+00:00,False,False,-45.281383,-344.040247,-4981.194641,26135.775472,-7276.005676999997,4078.139102468434,49,0.964502822405558,0.00814155449413808,0.0,0.017694311767260096,0.8735345201910552,0.9012158054711246,0.5427160225792445,0.0,0.48761126791141984,19,2026-03-11T07:32:53.868260+00:00
[ Broadcraft Capital ] Tradewinds,0xe76c9c59157c993ac3cb405defb7992661b57fed,0xe78e0092262c2b443faff2d4412d85268644265c,2447.006693,-0.06770032289002,,2025-11-23T03:57:13.717000+00:00,False,False,-15.288173,-85.280342,-184.614821,324.186693,-260.020452,199.83699277019105,48,0.9759009986973513,0.04711246200607903,0.0,0.10366912722535823,0.5753365175857577,0.6257056013894919,0.8256079027355623,0.0,0.48414987368254847,20,2026-03-11T07:32:53.868260+00:00
[ Sidelined ] Market Neutral 2: BTC Maxi,0x257acedf61ffd72abfcde8332a13a1d015930051,0x5797f35b2a81669e85fa8f3ea8816f7054ad1dd4,30463.857271,-0.010586867035902293,,2025-09-07T06:46:40.175000+00:00,False,False,23.353161,368.198282,-396.137215,1819.957271,-3852.1756159999995,1595.2083742064858,49,0.955601389491967,0.015306122448979591,0.0,0.05807642205818497,0.8259878419452887,0.8374945722970039,0.5427160225792445,0.0,0.4839549698022342,21,2026-03-11T07:32:53.868260+00:00
● MONO BLACK TOKYO「ISHI 石」,0x395f50a09d7bc2e2883c9e427d36896264a6ee8f,0x82babdae2d023cfa3cfa00a4446fb28dd8a5efcc,2233.937152,-0.0657437748187121,,2025-09-01T00:48:50.521000+00:00,False,False,12.472056,74.184525,-479.15666,1855.907152,-1572.666078,1222.064659120394,49,0.9752496743378203,0.04895788102475033,0.0,0.05764220581849761,0.7532566217976552,0.8132870169344334,0.5427160225792445,0.0,0.48308653732285955,22,2026-03-11T07:32:53.868260+00:00
UpDown Fund,0xa5b1bf0579eb8463be37f5496e3e8878a63c5da2,0x6eefbfb09cdc6d0e44130b6ee355c61352b5ac96,2676.246347,-0.021333297534104453,,2025-05-20T15:52:34.183000+00:00,False,False,1.295133,-27.066358,-58.337695,547.416347,-128.058405,154.80321596612,47,0.9608119843682154,0.044941380807642206,0.0,0.08684324793747286,0.5080330004342163,0.5963960052105949,0.9681393834129396,0.0,0.4808069020645009,23,2026-03-11T07:32:53.868260+00:00
Road to 10 Million,0x04027058bb4aff889402ffb6e4743a96ce88149a,0x2b0beda149be62676aa8133fc36ea0af8f85e32d,1210.84762,-0.02865386946462961,,2024-10-21T17:56:15.819000+00:00,False,False,-3775.785313,-4064.795312,-4064.795312,107589.90762,-35576.944998000006,29936.56220066216,50,0.9647199305254016,0.05916196265740339,0.0,0.006838905775075988,0.951476335214937,0.9739470256187581,0.23795049934867565,0.0,0.47823737812339634,24,2026-03-11T07:32:53.868260+00:00
Aquila Chrysaetos,0x50e2fe552727a4b8692c192b4f96d1a6b0d44394,0x58206237b3fcfcbb4c9b60317cf652a29089f224,73149.696893,-0.011942294967451205,,2025-08-04T05:38:48.164000+00:00,False,False,273.194039,927.207783,-894.277071,11570.506893,-2355.9336189999995,2657.136869964387,49,0.9563612679114198,0.009661311333043855,0.0,0.026052974381241857,0.7865827181936604,0.8751628310898828,0.5427160225792445,0.0,0.4737459538941302,25,2026-03-11T07:32:53.868260+00:00
Overdose,0xe67dbf2d051106b42104c1a6631af5e5a458b682,0xdeb7582b362a752970fbd2507d0fb5dd27ed379a,470151.032289,-0.08216585085944421,,2025-12-07T17:01:50.504000+00:00,False,False,-4579.453387,-4259.470086,-47502.811532,147216.172289,-75715.57276099999,53959.018666620424,50,0.9790490664350847,0.00401650021710812,0.0,0.005644811115935736,0.9711246200607903,0.9839339991315675,0.23795049934867565,0.0,0.4735300793431493,26,2026-03-11T07:32:53.868260+00:00
Goon Edging,0x2431edfcb662e6ff6deab113cc91878a0b53fb0f,0x90b88a8df1ad60f87b30032482b9907b89637c96,69967.742306,-0.1512553844279765,,2025-02-05T17:03:58.001000+00:00,False,False,-499.4662,-1941.684698,-15961.204259,22771.052306,-18515.623114,8977.56327037409,50,0.9854537559704732,0.00998697351280938,0.0,0.019431176726009552,0.926183239253148,0.9353017802865827,0.23795049934867565,0.0,0.4687907077724707,27,2026-03-11T07:32:53.868260+00:00
Scared Money,0x5290ab34acb59cfe1371baa5782eba14433d308f,0x27c5fdef9a082abd0711c611dbde9d7db9611aae,11866.31235,-0.03942025961499395,,2024-04-08T21:20:21.970000+00:00,False,False,0.0,9087.362489,-894.234675,23009.06235,-18062.882259,8039.777052043669,50,0.9683022145028224,0.02344767694311767,0.0,0.01910551454624403,0.924880590534086,0.931719496309162,0.23795049934867565,0.0,0.4670686456400742,28,2026-03-11T07:32:53.868260+00:00
+convexity,0x5661a070eb13c7c55ac3210b2447d4bea426cbf5,0xc6fd7c7bc701c802cf2e75fa19cacd5e4c55af9c,489623.268147,-0.01487990890219602,,2025-08-23T17:40:23.330000+00:00,False,False,-52.636356,-2644.036291,-7481.443984,61364.798147,-38513.833269,23545.074097739118,50,0.9578810247503257,0.003799392097264438,0.0,0.009769865392965697,0.9542987407729049,0.9689535388623535,0.23795049934867565,0.0,0.4659559665258753,29,2026-03-11T07:32:53.868260+00:00
Octavious Maximus,0x45c42fbd450b5506f8dc819d46036630fe75b81e,0xa005d85a57b02f7f468039301c91d69d1a568a63,15947.081417,-0.13312044017243407,,2025-04-17T12:30:07.600000+00:00,False,False,-140.658628,-154.298058,-3049.224281,9407.881417,-8510.250382999999,3572.950491043898,50,0.9836083369518019,0.020733825445071647,0.0,0.02833260963960052,0.8847155883630048,0.8940512375162831,0.23795049934867565,0.0,0.46318783799786833,30,2026-03-11T07:32:53.868260+00:00
Cryptoaddcited,0x5108cd0a328ed28c277f958761fe1cda60c21aa8,0x6a4590697be32f65757d1fd480716a73961404fd,116173.411358,-0.016924642016306682,,2025-01-21T17:39:49.670000+00:00,False,False,-348.706464,2926.164196,-2852.194938,32233.161358,-21150.108048000002,9636.511924458953,50,0.9586409031697786,0.0079244463742944,0.0,0.016391663048198002,0.930959617889709,0.9395353886235345,0.23795049934867565,0.0,0.4626203963210042,31,2026-03-11T07:32:53.868260+00:00
DOEZOE,0xcae0d1558b70b92ee9fd0acb20cb639c8c28ae69,0x677179fb9012936db4750102f8f49954ee34c5a4,11426.6244,-0.04746004057866746,,2025-06-02T15:47:14.673000+00:00,False,False,0.0,-569.328407,-569.328407,5266.9944,-825.4746560000003,1034.8923908201507,49,0.9714502822405559,0.023773339122883194,0.0,0.037559704732957014,0.6876899696048632,0.7984151107251412,0.5427160225792445,0.0,0.46221455216516005,32,2026-03-11T07:32:53.868260+00:00
Super Saiyan 孫悟空,0x7c5885d2974457eafb1a3a4d848c358111f0714d,0x6281f807954f90110c626ba37b183bf9f94fae8d,41226.741192,-0.372414000053806,,2024-12-12T02:36:58.003000+00:00,False,False,-1144.197344,-11158.371047,-24464.24171,166884.001192,-110174.75975099998,69760.05295040403,51,0.9929439861050803,0.013352149370386453,0.0,0.005210594876248371,0.9782891880156318,0.9864307425097699,0.05856491532783326,0.0,0.45931813247542735,33,2026-03-11T07:32:53.868260+00:00
DJ_,0x4a0aee02132a411cfcf79a486f0e2d7c5152e94a,0x2ac1fa38a82738c3875b3ac385fbade067e3d123,1004.281854,-0.003753537560929294,,2024-03-21T00:45:41.649000+00:00,False,False,-0.395165,-0.124578,-3.785018,1998382.331854,-589664.0568849999,429678.0436592204,52,0.9513677811550152,0.06317846287451151,0.0,0.0007598784194528875,0.9942466348241424,0.9983716891011724,0.009281372123317411,0.0,0.45671036789957764,34,2026-03-11T07:32:53.868260+00:00
ski lambo beach ,0x66e541024ca4c50b8f6c0934b8947c487d211661,0x9818fdbc10121f83442a127aec09c193cb61829f,77534.456715,-0.3177432508663673,,2025-02-08T01:58:38.241000+00:00,False,False,154.406178,-25326.880681,-62674.047247,74867.156715,-54200.96149999999,22444.3550971429,51,0.9917498914459401,0.009444203213200175,0.0,0.008792878853669127,0.9630916196265741,0.9676508901432913,0.05856491532783326,0.0,0.4552818951565153,35,2026-03-11T07:32:53.868260+00:00
Barv A,0x33821578405bd53f0eed2895496922b528d95e21,0x4c9132a369ca40cd6dadaf7c6dd3f67590b60af5,121456.771326,-2.4686148266869177e-05,,2025-02-12T20:49:40.733000+00:00,False,False,0.0,-1.29,-3.0,66297.781326,-11617.192233,13647.6854628474,50,0.9436604429005645,0.007598784194528876,0.0,0.009227095093356492,0.9034954407294833,0.9529960920538428,0.23795049934867565,0.0,0.4549994078869459,36,2026-03-11T07:32:53.868260+00:00
Sequoia HyperStable Yield Optimizer,0xebc9865942ab666a57976a7768594b29133cbf53,0x147b254ff28176bd74a7b58d4edaf7f2bcccb93f,7069.543219,-0.07025065959829696,,2025-06-18T05:59:30.490000+00:00,False,False,-420.601332,-4589.751654,-2164.955212,7061.783219,-17046.98007,7314.6367052988835,51,0.9768779852366478,0.029635258358662615,0.0,0.033651758575770734,0.9212983065566652,0.926943117672601,0.05856491532783326,0.0,0.4522818556823116,37,2026-03-11T07:32:53.868260+00:00
AceVault Hyper01,0x9e02aca9865e1859bb7865f6f64801e804a173df,0x36752718b4f769a6cfd6f552818f5911c8b649da,326700.672112,-0.015335891801463341,,2025-08-18T09:11:51.548000+00:00,False,False,-456.96304,18492.822462,-8180.746198,919985.082112,-550103.686604,371799.19899952196,51,0.9582066869300911,0.004559270516717325,0.0,0.001411202778983934,0.993812418584455,0.997286148501954,0.05856491532783326,0.0,0.45186490940670265,38,2026-03-11T07:32:53.868260+00:00
Neucap Asymmetry Strategy I,0x632e2c22dd4fb62779871135491eb537e5698672,0x52f4127f039a06be0c66b7304aa72d0f58d18edc,2190.849536,-0.04289397034519167,,2025-09-11T08:37:25.795000+00:00,False,False,0.0,10.005627,-124.225441,243.889536,-278.984061,136.3239508564941,49,0.96993052540165,0.04928354320451585,0.0,0.11105080330004342,0.5809813287016934,0.5781589231437255,0.5427160225792445,0.0,0.4492152034895196,39,2026-03-11T07:32:53.868260+00:00
Hyperdash Vault #1,0x4078582c42fdb547b1397fabb5d5a4beab81be9e,0xe966a12bf7b93838096e4519a684519ab22df618,140907.406835,-0.011430453742367813,,2025-01-03T10:49:28.507000+00:00,False,False,-944.5045,-1112.609697,-1743.542193,41679.596835,-61639.345972,31786.506520138908,51,0.9561441597915762,0.006947459834997829,0.0,0.013894919669995658,0.9665653495440729,0.9753582283977421,0.05856491532783326,0.0,0.44901289819602885,40,2026-03-11T07:32:53.868260+00:00
Symphony,0x9114a5161f18739ced233190861ea275c8b3a99b,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,303768.233946,-0.025273617458187677,,2025-08-30T21:23:59.954000+00:00,False,False,66.282672,1248.41996,-10334.349667,56833.503946,-44207.599024,21946.183844990654,51,0.9632001736864959,0.00499348675640469,0.0,0.010746851932262267,0.957663916630482,0.967216673903604,0.05856491532783326,0.0,0.44754741838708406,41,2026-03-11T07:32:53.868260+00:00
PricingActionExecise,0x12df3ea02344a394cfc50221ea452e1b3bf8fee5,0x46a528e63356db1046824782fbbcf3c9c784388c,1116.343222,-0.04689410495198179,,2025-12-05T03:51:06.597000+00:00,False,False,1.68183,-17.2606,-204.880028,377.613222,-263.360872,126.8736650447766,49,0.9713417281806339,0.06068171949630916,0.0,0.09780720798957881,0.5763135041250543,0.5692574902301346,0.5427160225792445,0.0,0.4474117258121817,42,2026-03-11T07:32:53.868260+00:00
ImpulseX,0x2e161982d86fffe2f7820c4f421217a82f923347,0xf1814754c750d9c5658a218af1a09032943cc41b,44678.040485,-0.020946080761440635,,2025-11-30T19:09:53.439000+00:00,False,False,0.0,-163.045183,-957.945673,986.730485,-2238.373729,1387.3493682532664,50,0.9607034303082935,0.013026487190620929,0.0,0.07153712548849327,0.7831089882761615,0.824468085106383,0.23795049934867565,0.0,0.446043697943394,43,2026-03-11T07:32:53.868260+00:00
YourDataInsider,0x66acb610e08282e7ac778d6a408a3eac58839be9,0xc68127af54a7ba517b23422e69432352c7f75ab8,1173.266425,-0.06260196183201604,,2025-05-26T19:52:10.345000+00:00,False,False,-0.257425,2.138815,-78.353887,173.266425,-154.39524200000002,115.1381871585859,49,0.9748154580981329,0.05981328701693443,0.0,0.12071211463308727,0.5282240555796787,0.5569908814589666,0.5427160225792445,0.0,0.4455564382426085,44,2026-03-11T07:32:53.868260+00:00
[ Systemic Strategies ] L/S Grids,0x07fd993f0fa3a185f7207adccd29f7a87404689d,0x2b804617c6f63c040377e95bb276811747006f4b,3258165.37565,-0.01909204824876021,,2025-01-23T05:48:51.869000+00:00,False,False,14447.946735,104883.42005,-64100.561055,928401.74565,-824686.2549139999,381399.54469047044,55,0.9594007815892315,0.0011940946591402519,0.0,0.0013026487190620929,0.9958749457229701,0.9976118106817194,0.0011940946591402519,0.0,0.44521473966762726,45,2026-03-11T07:32:53.868260+00:00
Momentum Edge,0xc1703054b55bfa1ac6dbaf25cb1c783ca133181f,0x3b290def8e0b287a2c8ac0ae1ab31642caecc7e7,6711.434709,-0.012238903431252864,,2025-04-29T16:46:35.628000+00:00,False,False,4.435187,-63.097085,-85.725071,1514.054709,-294.651886,461.4853242873402,49,0.9565783760312636,0.030612244897959183,0.0,0.06252713851498046,0.58608336951802,0.7226443768996961,0.5427160225792445,0.0,0.44516416334425457,46,2026-03-11T07:32:53.868260+00:00
HighFDV,0x78ab93343554d9b9fc7260f44844fad8f36d3d79,0xeb75a45b99a8698ebc45f24a1ecb57235cc0f875,2713.297648,-0.06216248265066057,,2024-05-08T17:00:45.190000+00:00,False,False,0.0,0.0,-179.844925,2019.937648,-1561.722793,883.1002058535323,50,0.974706904038211,0.04472427268779852,0.0,0.05623100303951368,0.7524967433782024,0.7836517585757707,0.23795049934867565,0.0,0.44434630718825247,47,2026-03-11T07:32:53.868260+00:00
AILAB TEST URTRA',0x21edf2d791f626ee69352120e7f6e2fbb0f48cf1,0x4692441b5a9e26a690eea6d2f36139679add737b,416411.489121,-0.0017691216234239438,,2026-01-13T07:04:50.419000+00:00,False,False,554.486994,8244.993408,-749.298793,35631.539121,-16802.559705,12134.009515141517,51,0.9488710377768128,0.004125054277029961,0.0,0.015523230568823274,0.9202127659574468,0.9485453755970473,0.05856491532783326,0.0,0.43839433742549244,48,2026-03-11T07:32:53.868260+00:00
HyperTwin - Blue Whale,0x9a3006e0b7ffacf11729103098ff16fa6e17bd24,0x98bb9ef6b6bf918ce301be1e3fa14407b1d949a2,16187.608432,-0.10642419443102662,,2025-07-02T20:53:41.721000+00:00,False,False,-246.319342,2072.08081,-1927.931773,4146.798432,-4674.560405,2383.220514887029,51,0.9820885801128962,0.020516717325227963,0.0,0.04298740772904907,0.8417281806339557,0.8658271819366045,0.05856491532783326,0.0,0.43731619823945056,49,2026-03-11T07:32:53.868260+00:00
しねやボケェ！！！,0x7f9571cc340883ff8781dca34afd8d07e3c8147c,0xabd57d2430eb24aa710556434e2bcfefb48d513d,4194.928708,-0.06948629971991159,,2024-05-01T10:07:41.743000+00:00,False,False,-5.840398,-72.963242,-313.257154,688.288708,-915.114184,466.58562579896824,50,0.9765523230568823,0.03821102909248806,0.0,0.08011289622231871,0.7011506730351715,0.7237299174989145,0.23795049934867565,0.0,0.4364119922630561,50,2026-03-11T07:32:53.868260+00:00
Ethos Intel - Mvault,0x79d3b973bd5bc4c6a98f5d2e0ee6e285910945ae,0xfe15383180f356010ff6d1fd4e4bfc0428770908,7801.167589,-0.00044913451360061973,,2025-07-08T17:30:57.604000+00:00,False,False,0.0,-4.143491,-5.233491,3082.587589,-1809.75364,1046.3358116945185,50,0.9465914025184542,0.02833260963960052,0.0,0.048740772904906644,0.7656317846287451,0.7991749891445941,0.23795049934867565,0.0,0.4361036000473691,51,2026-03-11T07:32:53.868260+00:00
[ Broadcraft Capital ] Stormcrest,0x079ac616a319dbcdec9a3b99dcde0242cf5f4ffe,0xe78e0092262c2b443faff2d4412d85268644265c,1262.04928,-0.03371469782906089,,2025-11-25T13:14:18.557000+00:00,False,False,1.157381,-20.357718,-76.121405,112.69928,-87.45648,78.20674755819398,49,0.9663482414242293,0.058727746417716026,0.0,0.13341293964394269,0.4542987407729049,0.5149804602692141,0.5427160225792445,0.0,0.4323967256148107,52,2026-03-11T07:32:53.868260+00:00
Sims.eth,0xc83e19f430224c5f377570c5f60a835c77b1818c,0xf820817f93ac09a6bbb68661d91da48cdc8266b2,3887.163777,0.0,,2025-01-23T23:20:25.559000+00:00,False,False,0.0,0.0,0.0,1303.193777,-9314.586547,2997.9856875776704,48,0.4912613981762918,0.03962223187147199,0.0,0.06556665219279201,0.8905775075987842,0.8836300477637864,0.8256079027355623,0.0,0.4302478486559034,53,2026-03-11T07:32:53.868260+00:00
BTC SHORT DCA 2X,0xc5c950d11214967c4ea29423b3d0690322bfb07e,0x05ee3f0675211f678531df70de3502469ffb5886,5809.055373,-0.043626188971472066,,2025-06-15T11:39:40.353000+00:00,False,False,-6.456921,507.68954,-264.987335,3641.515373,-782.2164739999998,920.6882181093721,50,0.9703647416413373,0.03310898827616153,0.0,0.044507164567954845,0.6808510638297872,0.7882110290924881,0.23795049934867565,0.0,0.42896370346978246,54,2026-03-11T07:32:53.868260+00:00
